spelling,lexicality,rt,zscore,accuracy,rt.sd,zscore.sd,accuracy.sd
vessels,W,568.75,-0.325668239,0.947368421,86.2502588,0.534184407,0.226294286
vest,W,553.0512821,-0.447563312,0.975,150.1222219,0.716211377,0.158113883
vesta,W,607.9166667,0.203816935,0.35,198.4340781,1.086426844,0.483045892
vestal,W,788.1333333,1.093305891,0.394736842,208.3965542,1.150816523,0.495355383
vested,W,706.9677419,0.244661944,0.8,283.9673084,1.030451859,0.405095747
vestige,W,714.5185185,0.576368511,0.7,230.3294247,1.127088701,0.464095481
vesting,W,667,0.367020219,0.7,202.8175608,1.192159943,0.464095481
vestment,W,685.2083333,0.558516617,0.625,173.8104863,0.971614522,0.490290338
vestments,W,647.3076923,0.153078901,0.675,147.7562233,0.713352674,0.474341649
vestries,W,813.9583333,1.108233165,0.65,269.1468775,1.120859158,0.483045892
vestry,W,757.8148148,0.734993943,0.675,282.6630281,1.01768936,0.474341649
vests,W,580.2,-0.435233679,0.947368421,182.6727708,0.662903467,0.226294286
vet,W,541.5789474,-0.5526911,0.95,160.1967762,0.80612506,0.220721428
vetch,W,630.75,0.794349222,0.105263158,214.6211779,1.479021844,0.311011748
vetches,W,806.3333333,1.56584101,0.078947368,194.4256499,1.831325674,0.273276313
veto,W,700.9047619,0.272683532,0.552631579,131.2725808,0.594423461,0.503896623
vetoed,W,801.6315789,1.08741451,0.5,191.5585813,1.077560898,0.50671171
vetoes,W,716.85,0.942545612,0.525,179.5331006,1.118663236,0.505736325
vets,W,563.1025641,-0.375709434,0.975,135.0149689,0.780187306,0.158113883
vetted,W,750.6,0.687928263,0.815789474,248.5421771,1.217317451,0.392859452
vetting,W,731.5185185,0.644030151,0.710526316,231.6137983,1.417379025,0.459605867
vex,W,713.04,0.273973155,0.657894737,295.6721833,1.100666331,0.480782908
vexed,W,639.2068966,0.150771068,0.763157895,136.9727239,0.741168377,0.430851484
vexes,W,643.32,0.263562024,0.625,153.6171431,0.84420415,0.490290338
vexing,W,689.9666667,0.180313387,0.789473684,169.5024124,0.876573161,0.41315495
via,W,625.4054054,-0.179317876,1,172.6685102,0.703503029,0
vial,W,666.2380952,0.299715899,0.578947368,179.0262285,1.015066705,0.500355492
vials,W,686.6666667,0.253474432,0.552631579,171.3415692,0.928258352,0.503896623
viands,W,675.25,1.442172269,0.1,70.61810438,0.756695077,0.30382181
vibes,W,621.5882353,-0.013948705,0.9,146.6575309,0.67322002,0.30382181
vibrant,W,593.2777778,-0.224653304,0.973684211,127.7460899,0.598694232,0.162221421
vibrate,W,566.15,-0.385623514,1,117.2906865,0.640217752,0
vibrates,W,571.55,-0.380281256,1,122.825486,0.558946972,0
vicar,W,590.6388889,-0.4107885,0.925,133.2793313,0.524917259,0.266746783
vicars,W,556.9210526,-0.412260322,0.95,109.4103067,0.576998021,0.220721428
vice,W,587.4210526,-0.346132312,0.95,204.6171945,0.902276462,0.220721428
viceroy,W,718.9444444,0.461673792,0.475,173.7261104,0.796351186,0.505736325
viceroys,W,773.75,1.157317674,0.4,155.2861874,0.950408783,0.496138938
vices,W,678.5483871,0.156252486,0.842105263,195.4913193,0.776314419,0.369537021
vicious,W,602.4473684,-0.203697631,1,160.4907503,0.728545913,0
victim,W,504.4736842,-0.751320529,1,91.06360618,0.529771922,0
victims,W,563.65,-0.447246324,1,172.0686431,0.775841434,0
victor,W,597.2432432,-0.362884085,0.973684211,201.6420654,0.768167283,0.162221421
victors,W,616.7948718,-0.087027953,0.975,212.3372664,0.978097218,0.158113883
victualled,W,718.75,1.08209343,0.105263158,139.0476537,0.530956449,0.311011748
victuals,W,655.75,0.739158516,0.2,226.8761462,1.278630394,0.405095747
vide,W,NA,NA,0,NA,NA,0
vided,W,NA,NA,0,NA,NA,0
vie,W,742.7857143,0.983695559,0.35,285.0830321,1.105072965,0.483045892
vied,W,723,0.60953381,0.263157895,181.4729854,0.704309649,0.44625835
vies,W,672,0.516649041,0.184210526,80.49430622,0.677187344,0.392859452
vietnam,W,690.1176471,0.21197406,0.9,183.6140162,0.836742738,0.30382181
view,W,513.7179487,-0.841099316,0.975,148.819203,0.478242461,0.158113883
viewed,W,535.225,-0.52913605,1,110.8844368,0.497930548,0
viewer,W,593.7631579,-0.250701822,1,161.8899249,0.987078346,0
viewers,W,619.9736842,-0.235362959,1,215.1922443,0.940055834,0
viewing,W,571.3055556,-0.461556501,0.947368421,148.0723413,0.677808476,0.226294286
viewpoint,W,575.85,-0.242942561,1,124.8156692,0.814173262,0
viewpoints,W,627.3714286,-0.1781895,0.947368421,161.766914,0.699252664,0.226294286
views,W,520.5789474,-0.67723816,1,106.4319683,0.551421522,0
vigil,W,645.0416667,0.071687342,0.657894737,177.3249239,0.875951647,0.480782908
vigils,W,744.826087,0.858829542,0.65,235.2116363,1.342193599,0.483045892
vignette,W,738.3125,0.958837618,0.421052632,185.9776756,1.049267412,0.500355492
vignettes,W,720.55,0.748425769,0.5,191.2159086,0.849199534,0.506369684
vigour,W,606.2941176,0.038665649,0.85,113.6999052,0.761654582,0.361620285
viking,W,674.3235294,0.13883171,0.894736842,177.5093204,0.884294492,0.311011748
vikings,W,598.3947368,-0.048848465,0.95,96.74333261,0.774874804,0.220721428
vile,W,593.9722222,-0.268701007,0.947368421,172.9978507,0.737847155,0.226294286
vilely,W,810.375,1.081268771,0.225,348.2039376,1.195571356,0.422902062
vileness,W,801.1666667,0.894886689,0.815789474,215.9731917,0.980587778,0.392859452
vilest,W,782.0555556,0.692782988,0.526315789,205.4926569,0.859673353,0.506009406
villa,W,625.7692308,-0.027762876,0.975,241.7360959,1.090169259,0.158113883
village,W,542.7631579,-0.62373987,1,174.2865665,0.707434967,0
villain,W,635.2631579,-0.087578577,1,213.6112514,0.82774031,0
villains,W,656.2222222,0.014233737,0.947368421,214.0798397,0.977664351,0.226294286
villas,W,607.0540541,-0.218795218,0.925,147.2995712,0.620581038,0.266746783
villein,W,711.6666667,0.954591481,0.078947368,23.45918441,0.698103227,0.273276313
villeins,W,857,1.598846017,0.125,345.9084657,1.41084346,0.334932064
vim,W,494,-0.641946399,0.052631579,60.81118318,0.128047096,0.226294286
vine,W,598.4736842,-0.19059062,0.95,201.9742741,1.196748677,0.220721428
vines,W,592.4864865,-0.244482513,0.973684211,169.4703549,0.767531639,0.162221421
vineyard,W,663.4444444,0.122879008,0.947368421,214.3093151,0.788522027,0.226294286
vineyards,W,610.0857143,0.05981733,0.95,127.2446396,0.554883706,0.220721428
vino,W,858.3571429,1.17390399,0.394736842,280.4695533,1.407283626,0.495355383
vintage,W,565.7692308,-0.319380574,0.975,169.778255,0.916160711,0.158113883
vintner,W,1011,1.691662763,0.078947368,534.5399891,1.930617041,0.273276313
vintners,W,800.6666667,2.040348375,0.075,152.8474185,1.235205466,0.266746783
vinyl,W,620.7837838,-0.103969056,0.925,148.9452053,0.610079805,0.266746783
vinyls,W,692.36,0.220740195,0.684210526,151.4427505,0.602072242,0.471069121
viol,W,780.2,1.345312204,0.131578947,165.8755558,1.24423501,0.342569987
viols,W,877.25,1.087609949,0.105263158,321.2987966,0.683469456,0.311011748
viper,W,622.0645161,-0.131999414,0.842105263,150.2750668,0.667806511,0.369537021
vipers,W,646.6571429,0.098659916,0.875,167.7327957,0.681495282,0.334932064
virgin,W,516.875,-0.650531667,1,101.1462986,0.436626984,0
virgins,W,572.8157895,-0.333784769,1,135.3900981,0.685626349,0
virgo,W,680.6285714,0.142993952,0.947368421,275.2821105,1.140024973,0.226294286
virgos,W,731.1785714,0.668514609,0.725,238.3836083,1.174928179,0.452202587
virile,W,724.1176471,0.683953147,0.425,291.8004203,0.983975034,0.500640615
virtual,W,546.025641,-0.499426822,1,135.000095,0.548853051,0
virtue,W,583.825,-0.37743568,1,146.8660453,0.493573347,0
virtues,W,570.125,-0.395193075,1,122.6791077,0.470375328,0
virtuous,W,696.6857143,0.423419945,0.921052632,178.280145,0.944611236,0.273276313
virus,W,557.975,-0.414776354,1,136.8786637,0.671481855,0
visa,W,528.175,-0.582241862,1,129.5682945,0.724862414,0
visage,W,695.0285714,0.209595351,0.921052632,227.7716201,1.120577767,0.273276313
visas,W,681.0571429,0.222573257,0.947368421,171.6012723,0.641723768,0.226294286
viscid,W,696,0.924741219,0.052631579,131.5218613,0.946460991,0.226294286
viscount,W,723.3333333,0.461978596,0.421052632,303.370746,1.511781956,0.500355492
viscounts,W,804.2173913,1.031582144,0.625,280.872659,1.424671051,0.490290338
viscous,W,627.5277778,0.005731491,0.9,135.0567047,0.723128439,0.30382181
vision,W,537.5789474,-0.608985713,1,125.241309,0.520991313,0
visions,W,562.175,-0.355787248,1,111.5618461,0.651454555,0
visit,W,522.6578947,-0.686756957,0.95,123.1962347,0.511920956,0.220721428
visits,W,528.7894737,-0.716455726,1,103.7328059,0.460543258,0
visor,W,626.9714286,0.018520716,0.95,181.3160201,0.971645977,0.220721428
visors,W,659.4210526,0.187218764,0.95,175.3289775,0.95165972,0.220721428
vista,W,656.5263158,0.027192933,0.975,264.1856162,1.095334512,0.158113883
