,ID,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,response,response_action,prime,target,condition,soa_condition,congruence,correct_response,correctResponse,correct
394,4473,target,canvas.Screen,12_0_0_59_4,response,883.0000000000291,222645.0,222644.0,222661.0,223527.00000000003,223536.0,2024-09-12T08:26:04.731Z,223560.0,response_natural,n,daisy,DAISY,Con_Nat,short,congruent,n,n,True
404,4473,target,canvas.Screen,12_1_0_0_5,response,1338.0,229812.0,229811.0,229828.0,231149.0,231159.0,2024-09-12T08:26:12.354Z,231194.0,response_natural,n,shell,DIRT,Inc_Nat_Nat,long,incongruent,m,m,False
411,4473,target,canvas.Screen,12_1_0_1_5,response,566.0,231895.0,231895.0,231911.0,232461.0,232471.0,2024-09-12T08:26:13.665Z,232495.0,response_natural,n,peas,PEAS,Con_Nat,long,congruent,n,n,True
418,4473,target,canvas.Screen,12_1_0_2_5,response,797.0,233194.00000000003,233194.0,233211.0,233991.0,234001.0,2024-09-12T08:26:15.195Z,234028.0,response_natural,n,sink,LAMB,Inc_Synth_Nat,long,incongruent,n,n,True
425,4473,target,canvas.Screen,12_1_0_3_5,response,699.0,234729.0,234728.0,234744.0,235427.0,235436.0,2024-09-12T08:26:16.631Z,235462.0,response_natural,n,earth,EARTH,Con_Nat,long,congruent,n,n,True
432,4473,target,canvas.Screen,12_1_0_4_5,response,603.0000000000291,236162.0,236162.0,236178.0,236765.00000000003,236774.0,2024-09-12T08:26:17.969Z,236812.0,response_manmade,m,stair,STAIR,Con_Synth,long,congruent,m,m,True
439,4473,target,canvas.Screen,12_1_0_5_5,timeout,2000.0,237512.0,237512.0,237528.0,239512.0,239512.0,2024-09-12T08:26:20.707Z,239528.0,,,linen,LINEN,Con_Synth,long,congruent,m,,False
446,4473,target,canvas.Screen,12_1_0_6_5,response,620.0,240229.0,240228.0,240245.0,240848.0,240857.0,2024-09-12T08:26:22.052Z,240895.0,response_natural,n,fort,GOAT,Inc_Synth_Nat,long,incongruent,n,n,True
453,4473,target,canvas.Screen,12_1_0_7_5,response,815.0,241596.0,241595.0,241611.0,242410.0,242420.00000000003,2024-09-12T08:26:23.615Z,242446.0,response_manmade,m,stove,STOVE,Con_Synth,long,congruent,m,m,True
460,4473,target,canvas.Screen,12_1_0_8_5,response,1341.000000000029,243146.00000000003,243145.0,243162.0,244486.00000000003,244496.0,2024-09-12T08:26:25.691Z,244529.0,response_natural,n,barn,TUNA,Inc_Synth_Nat,long,incongruent,n,n,True
467,4473,target,canvas.Screen,12_1_0_9_5,response,767.0,245230.00000000003,245229.0,245245.0,245996.0,246007.0,2024-09-12T08:26:27.202Z,246029.0,response_manmade,m,roof,PIANO,Inc_Synth_Synth,long,incongruent,m,m,True
474,4473,target,canvas.Screen,12_1_0_10_5,response,932.0,246730.00000000003,246729.0,246745.0,247661.0,247670.00000000003,2024-09-12T08:26:28.865Z,247696.0,response_natural,n,soap,PONY,Inc_Synth_Nat,long,incongruent,n,n,True
481,4473,target,canvas.Screen,12_1_0_11_5,response,1216.0,248397.0,248396.0,248413.0,249612.0,249621.0,2024-09-12T08:26:30.817Z,249645.0,response_manmade,m,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,m,True
488,4473,target,canvas.Screen,12_1_0_12_5,response,1921.0,250347.0,250346.0,250363.0,252267.0,252277.00000000003,2024-09-12T08:26:33.472Z,252296.0,response_manmade,m,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,m,True
495,4473,target,canvas.Screen,12_1_0_13_5,response,666.0,253014.0,253013.0,253028.0,253679.0,253689.0,2024-09-12T08:26:34.885Z,253712.0,response_natural,n,bowl,WOLF,Inc_Synth_Nat,long,incongruent,n,n,True
502,4473,target,canvas.Screen,12_1_0_14_5,response,725.0,254413.0,254413.0,254430.0,255138.0,255148.0,2024-09-12T08:26:36.344Z,255179.0,response_natural,n,sheep,BULL,Inc_Nat_Nat,long,incongruent,m,m,False
509,4473,target,canvas.Screen,12_1_0_15_5,response,825.9999999999709,255880.0,255879.0,255896.0,256704.99999999997,256714.0,2024-09-12T08:26:37.910Z,256746.0,response_manmade,m,canoe,CANOE,Con_Synth,long,congruent,m,m,True
516,4473,target,canvas.Screen,12_1_0_16_5,response,907.9999999999709,257447.0,257446.0,257463.0,258353.99999999997,258365.0,2024-09-12T08:26:39.560Z,258397.0,response_manmade,m,flask,FLASK,Con_Synth,long,congruent,m,m,True
523,4473,target,canvas.Screen,12_1_0_17_5,response,665.0,259098.0,259097.0,259113.0,259762.0,259772.0,2024-09-12T08:26:40.967Z,259797.0,response_manmade,m,ferry,FERRY,Con_Synth,long,congruent,m,m,True
530,4473,target,canvas.Screen,12_1_0_18_5,response,951.0,260497.0,260496.0,260513.0,261447.0,261457.0,2024-09-12T08:26:42.652Z,261479.0,response_natural,n,bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,m,False
537,4473,target,canvas.Screen,12_1_0_19_5,response,741.0,262180.0,262180.0,262196.0,262921.0,262930.0,2024-09-12T08:26:44.126Z,262964.0,response_manmade,m,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,m,m,True
544,4473,target,canvas.Screen,12_1_0_20_5,response,757.0,263664.0,263663.0,263680.0,264420.0,264430.0,2024-09-12T08:26:45.625Z,264464.0,response_natural,n,shoe,COUCH,Inc_Synth_Synth,long,incongruent,m,m,False
551,4473,target,canvas.Screen,12_1_0_21_5,response,1656.0,265164.0,265163.0,265182.0,266819.0,266829.0,2024-09-12T08:26:48.025Z,266863.0,response_manmade,m,stick,STICK,Con_Nat,long,congruent,n,n,False
558,4473,target,canvas.Screen,12_1_0_22_5,response,677.0,267565.0,267564.0,267580.0,268241.0,268251.00000000006,2024-09-12T08:26:49.447Z,268281.0,response_manmade,m,eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,m,True
565,4473,target,canvas.Screen,12_1_0_23_5,response,1831.0,268981.0,268980.0,268997.0,270811.0,270821.0,2024-09-12T08:26:52.017Z,270847.0,response_manmade,m,canon,CANON,Con_Synth,long,congruent,m,m,True
572,4473,target,canvas.Screen,12_1_0_24_5,response,663.0,271547.0,271546.0,271564.0,272209.0,272219.0,2024-09-12T08:26:53.415Z,272247.0,response_manmade,m,jeans,JEANS,Con_Synth,long,congruent,m,m,True
579,4473,target,canvas.Screen,12_1_0_25_5,response,574.0,272948.0,272948.0,272964.0,273522.0,273532.0,2024-09-12T08:26:54.728Z,273563.0,response_natural,n,swan,SWAN,Con_Nat,long,congruent,n,n,True
586,4473,target,canvas.Screen,12_1_0_26_5,response,618.0,274265.0,274264.0,274280.0,274882.0,274893.0,2024-09-12T08:26:56.088Z,274930.0,response_natural,n,wasp,WASP,Con_Nat,long,congruent,n,n,True
593,4473,target,canvas.Screen,12_1_0_27_5,response,629.0,275631.0,275630.0,275647.0,276259.0,276270.0,2024-09-12T08:26:57.465Z,276298.0,response_manmade,m,olive,MOTOR,Inc_Nat_Synth,long,incongruent,m,m,True
600,4473,target,canvas.Screen,12_1_0_28_5,response,830.0,276998.0,276997.0,277014.0,277827.0,277837.0,2024-09-12T08:26:59.033Z,277865.0,response_natural,n,stone,STONE,Con_Nat,long,congruent,n,n,True
607,4473,target,canvas.Screen,12_1_0_29_5,response,672.0,278564.0,278563.0,278588.0,279235.0,279245.0,2024-09-12T08:27:00.441Z,279281.0,response_manmade,m,flute,FLUTE,Con_Synth,long,congruent,m,m,True
614,4473,target,canvas.Screen,12_1_0_30_5,response,822.0,279982.0,279981.0,279998.0,280803.0,280813.0,2024-09-12T08:27:02.009Z,280848.0,response_natural,n,lemon,DUCK,Inc_Nat_Nat,long,incongruent,m,m,False
621,4473,target,canvas.Screen,12_1_0_31_5,response,610.0,281548.0,281548.0,281565.0,282158.0,282168.0,2024-09-12T08:27:03.364Z,282198.0,response_manmade,m,flood,SKIRT,Inc_Nat_Synth,long,incongruent,m,m,True
628,4473,target,canvas.Screen,12_1_0_32_5,response,950.0,282899.0,282898.0,282914.0,283848.0,283858.0,2024-09-12T08:27:05.054Z,283881.0,response_natural,n,pipe,LION,Inc_Synth_Nat,long,incongruent,n,n,True
635,4473,target,canvas.Screen,12_1_0_33_5,response,836.0000000000582,284581.0,284581.0,284597.0,285417.00000000006,285427.0,2024-09-12T08:27:06.623Z,285464.0,response_natural,n,clam,CLAM,Con_Nat,long,congruent,n,n,True
642,4473,target,canvas.Screen,12_1_0_34_5,response,603.0,286166.0,286165.0,286181.0,286768.0,286779.0,2024-09-12T08:27:07.975Z,286815.0,response_manmade,m,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,m,True
649,4473,target,canvas.Screen,12_1_0_35_5,response,841.0,287516.0,287515.0,287531.0,288356.0,288367.0,2024-09-12T08:27:09.563Z,288398.0,response_natural,n,shark,HILL,Inc_Nat_Nat,long,incongruent,m,m,False
656,4473,target,canvas.Screen,12_1_0_36_5,response,730.0000000000582,289098.0,289098.0,289115.0,289828.00000000006,289839.0,2024-09-12T08:27:11.035Z,289865.0,response_manmade,m,wheat,BRICK,Inc_Nat_Synth,long,incongruent,m,m,True
663,4473,target,canvas.Screen,12_1_0_37_5,response,875.0,290566.00000000006,290565.0,290581.0,291440.0,291451.0,2024-09-12T08:27:12.647Z,291481.0,response_natural,n,slug,SLUG,Con_Nat,long,congruent,n,n,True
670,4473,target,canvas.Screen,12_1_0_38_5,response,777.0,292183.0,292182.0,292199.0,292959.0,292970.0,2024-09-12T08:27:14.166Z,292999.0,response_manmade,m,moose,PORCH,Inc_Nat_Synth,long,incongruent,m,m,True
677,4473,target,canvas.Screen,12_1_0_39_5,response,1589.0000000000582,293699.0,293698.0,293715.0,295287.00000000006,295297.0,2024-09-12T08:27:16.494Z,295332.0,response_natural,n,storm,LAND,Inc_Nat_Nat,long,incongruent,m,m,False
684,4473,target,canvas.Screen,12_1_0_40_5,response,663.0,296032.0,296032.0,296049.0,296695.0,296706.0,2024-09-12T08:27:17.902Z,296732.0,response_manmade,m,deck,PLATE,Inc_Synth_Synth,long,incongruent,m,m,True
691,4473,target,canvas.Screen,12_1_0_41_5,response,733.0,297432.0,297432.0,297448.0,298165.0,298176.0,2024-09-12T08:27:19.372Z,298199.0,response_natural,n,reef,REEF,Con_Nat,long,congruent,n,n,True
698,4473,target,canvas.Screen,12_1_0_42_5,response,740.0,298900.00000000006,298899.0,298916.0,299639.0,299650.00000000006,2024-09-12T08:27:20.846Z,299682.0,response_manmade,m,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,m,True
705,4473,target,canvas.Screen,12_1_0_43_5,response,834.0,300383.0,300382.0,300399.0,301216.0,301227.00000000006,2024-09-12T08:27:22.423Z,301249.0,response_manmade,m,tongs,TONGS,Con_Synth,long,congruent,m,m,True
712,4473,target,canvas.Screen,12_1_0_44_5,response,684.0,301950.0,301950.0,301966.0,302634.0,302645.0,2024-09-12T08:27:23.841Z,302666.0,response_manmade,m,broom,BROOM,Con_Synth,long,congruent,m,m,True
719,4473,target,canvas.Screen,12_1_0_45_5,response,701.0,303367.0,303366.0,303382.0,304067.0,304078.00000000006,2024-09-12T08:27:25.274Z,304100.0,response_natural,n,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,n,True
726,4473,target,canvas.Screen,12_1_0_46_5,response,907.0,304800.0,304800.0,304816.0,305707.0,305718.0,2024-09-12T08:27:26.914Z,305749.0,response_manmade,m,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,m,True
733,4473,target,canvas.Screen,12_1_0_47_5,response,699.0,306449.0,306449.0,306466.0,307148.0,307159.0,2024-09-12T08:27:28.355Z,307183.0,response_natural,n,crab,CRAB,Con_Nat,long,congruent,n,n,True
740,4473,target,canvas.Screen,12_1_0_48_5,response,1153.0,307883.0,307883.0,307900.0,309036.0,309047.0,2024-09-12T08:27:30.243Z,309083.0,response_manmade,m,swamp,DRILL,Inc_Nat_Synth,long,incongruent,m,m,True
747,4473,target,canvas.Screen,12_1_0_49_5,response,601.0,309784.0,309783.0,309800.0,310384.0,310395.0,2024-09-12T08:27:31.592Z,310432.0,response_natural,n,ocean,TREE,Inc_Nat_Nat,long,incongruent,m,m,False
754,4473,target,canvas.Screen,12_1_0_50_5,response,696.0,311134.0,311133.0,311150.0,311829.0,311840.00000000006,2024-09-12T08:27:33.036Z,311867.0,response_natural,n,fruit,BEAR,Inc_Nat_Nat,long,incongruent,m,m,False
761,4473,target,canvas.Screen,12_1_0_51_5,response,1127.0,312567.0,312567.0,312583.0,313694.0,313705.0,2024-09-12T08:27:34.901Z,313733.0,response_natural,n,moss,MOSS,Con_Nat,long,congruent,n,n,True
768,4473,target,canvas.Screen,12_1_0_52_5,response,815.0,314434.0,314433.0,314450.0,315248.0,315259.0,2024-09-12T08:27:36.455Z,315283.0,response_manmade,m,crate,CRATE,Con_Synth,long,congruent,m,m,True
775,4473,target,canvas.Screen,12_1_0_53_5,response,801.0,315984.0,315983.0,316000.0,316784.0,316795.0,2024-09-12T08:27:37.992Z,316816.0,response_manmade,m,scarf,SCARF,Con_Synth,long,congruent,m,m,True
782,4473,target,canvas.Screen,12_1_0_54_5,response,718.0,317517.0,317516.0,317533.0,318234.0,318245.0,2024-09-12T08:27:39.441Z,318267.0,response_manmade,m,arrow,ARROW,Con_Synth,long,congruent,m,m,True
789,4473,target,canvas.Screen,12_1_0_55_5,response,688.0000000000582,318968.0,318967.0,318985.0,319655.00000000006,319665.0,2024-09-12T08:27:40.862Z,319700.0,response_manmade,m,apron,APRON,Con_Synth,long,congruent,m,m,True
796,4473,target,canvas.Screen,12_1_0_56_5,response,753.0,320402.0,320401.0,320417.0,321154.0,321165.0,2024-09-12T08:27:42.361Z,321201.0,response_natural,n,pear,PEAR,Con_Nat,long,congruent,n,n,True
803,4473,target,canvas.Screen,12_1_0_57_5,response,745.0,321902.0,321901.0,321917.0,322646.0,322657.0,2024-09-12T08:27:43.854Z,322683.0,response_natural,n,boar,BOAR,Con_Nat,long,congruent,n,n,True
810,4473,target,canvas.Screen,12_1_0_58_5,response,774.0,323385.0,323384.0,323400.0,324158.0,324169.0,2024-09-12T08:27:45.366Z,324200.0,response_natural,n,plum,PLUM,Con_Nat,long,congruent,n,n,True
817,4473,target,canvas.Screen,12_1_0_59_5,response,925.0,324901.0,324900.0,324917.0,325825.0,325836.0,2024-09-12T08:27:47.033Z,325868.0,response_manmade,m,hare,HARE,Con_Nat,long,congruent,n,n,False
40,4471,target,canvas.Screen,12_0_0_0_4,response,750.8000000000029,93440.29999995232,93439.6,93456.2,94207.0,94208.29999995232,2024-09-12T08:23:54.298Z,94221.5,response_manmade,m,gate,GATE,Con_Synth,short,congruent,m,m,True
46,4471,target,canvas.Screen,12_0_0_1_4,response,600.9999999523134,94837.69999992847,94836.9,94853.3,95454.29999995232,95455.60000002384,2024-09-12T08:23:55.545Z,95469.0,response_manmade,m,cave,CAVE,Con_Nat,short,congruent,n,n,False
52,4471,target,canvas.Screen,12_0_0_2_4,response,777.3000000000029,96086.10000002384,96084.5,96101.2,96878.5,96879.5,2024-09-12T08:23:56.969Z,96882.7,response_manmade,m,wharf,RAZOR,Inc_Synth_Synth,short,incongruent,m,m,True
58,4471,target,canvas.Screen,12_0_0_3_4,response,747.2999999523163,97498.69999992847,97498.4,97515.0,98262.29999995232,98263.60000002384,2024-09-12T08:23:58.353Z,98280.3,response_natural,n,sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,n,True
64,4471,target,canvas.Screen,12_0_0_4_4,response,646.0999999284686,98895.89999997616,98895.4,98912.1,99558.19999992847,99559.60000002384,2024-09-12T08:23:59.649Z,99579.0,response_natural,n,whale,WHALE,Con_Nat,short,congruent,n,n,True
70,4471,target,canvas.Screen,12_0_0_5_4,response,556.4999999523134,100194.19999992847,100193.1,100209.8,100766.29999995232,100767.60000002384,2024-09-12T08:24:00.857Z,100775.1,response_manmade,m,frog,FROG,Con_Nat,short,congruent,n,n,False
76,4471,target,canvas.Screen,12_0_0_6_4,response,894.8999999284715,101391.0,101390.8,101407.3,102302.19999992847,102303.60000002384,2024-09-12T08:24:02.393Z,102322.6,response_natural,n,poppy,DINGO,Inc_Nat_Nat,short,incongruent,n,n,True
82,4471,target,canvas.Screen,12_0_0_7_4,response,852.1000000000058,102938.79999995232,102937.8,102954.4,103806.5,103807.69999992847,2024-09-12T08:24:03.897Z,103819.3,response_manmade,m,belt,BELT,Con_Synth,short,congruent,m,m,True
88,4471,target,canvas.Screen,12_0_0_8_4,response,667.6999999999971,104435.5,104434.7,104451.3,105119.0,105120.29999995232,2024-09-12T08:24:05.209Z,105133.5,response_manmade,m,drug,DRUG,Con_Synth,short,congruent,m,m,True
94,4471,target,canvas.Screen,12_0_0_9_4,response,552.800000023839,105749.29999995232,105748.9,105765.3,106318.10000002384,106319.39999997616,2024-09-12T08:24:06.409Z,106331.1,response_natural,n,tiger,TIGER,Con_Nat,short,congruent,n,n,True
100,4471,target,canvas.Screen,12_0_0_10_4,response,650.9999999284773,106946.89999997616,106946.4,106963.2,107614.19999992847,107615.5,2024-09-12T08:24:07.705Z,107628.6,response_manmade,m,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,m,True
106,4471,target,canvas.Screen,12_0_0_11_4,response,626.1000000238419,108244.5,108243.9,108260.5,108886.60000002384,108887.89999997616,2024-09-12T08:24:08.977Z,108892.6,response_natural,n,worm,WORM,Con_Nat,short,congruent,n,n,True
112,4471,target,canvas.Screen,12_0_0_12_4,response,689.7000000238477,109509.10000002384,109508.0,109524.9,110214.60000002384,110215.89999997616,2024-09-12T08:24:10.305Z,110239.9,response_manmade,m,leaf,COIN,Inc_Nat_Synth,short,incongruent,m,m,True
118,4471,target,canvas.Screen,12_0_0_13_4,response,637.9999999284773,110856.5,110855.4,110872.2,111510.19999992847,111511.69999992847,2024-09-12T08:24:11.601Z,111520.9,response_manmade,m,tower,TOWER,Con_Synth,short,congruent,m,m,True
124,4471,target,canvas.Screen,12_0_0_14_4,response,549.300000023839,112136.60000002384,112136.2,112152.8,112702.10000002384,112703.39999997616,2024-09-12T08:24:12.793Z,112718.7,response_manmade,m,water,MEDAL,Inc_Nat_Synth,short,incongruent,m,m,True
130,4471,target,canvas.Screen,12_0_0_15_4,response,598.7999999523163,113334.29999995232,113333.8,113350.5,113949.29999995232,113949.79999995232,2024-09-12T08:24:14.039Z,113965.9,response_manmade,m,arena,VINE,Inc_Synth_Nat,short,incongruent,n,n,False
136,4471,target,canvas.Screen,12_0_0_16_4,response,1552.2999999523163,114581.89999997616,114581.4,114598.0,116150.29999995232,116151.39999997616,2024-09-12T08:24:16.241Z,116161.6,response_manmade,m,paint,PAINT,Con_Synth,short,congruent,m,m,True
142,4471,target,canvas.Screen,12_0_0_17_4,response,651.5999999523192,116777.5,116777.1,116793.7,117445.29999995232,117445.79999995232,2024-09-12T08:24:17.535Z,117459.1,response_natural,n,rake,HUSKY,Inc_Synth_Nat,short,incongruent,n,n,True
148,4471,target,canvas.Screen,12_0_0_18_4,response,601.9999999284773,118075.0,118074.6,118091.2,118693.19999992847,118693.79999995232,2024-09-12T08:24:18.783Z,118706.6,response_manmade,m,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,m,True
154,4471,target,canvas.Screen,12_0_0_19_4,response,923.9999999523134,119324.10000002384,119322.1,119338.8,120262.79999995232,120265.0,2024-09-12T08:24:20.354Z,120270.5,response_manmade,m,fern,PETAL,Inc_Nat_Nat,short,incongruent,n,n,False
160,4471,target,canvas.Screen,12_0_0_20_4,response,1606.500000023836,120886.89999997616,120885.9,120902.6,122509.10000002384,122509.69999992847,2024-09-12T08:24:22.599Z,122515.8,response_manmade,m,ruler,PANSY,Inc_Synth_Nat,short,incongruent,n,n,False
166,4471,target,canvas.Screen,12_0_0_21_4,response,529.2999999523163,123131.89999997616,123131.4,123148.0,123677.29999995232,123678.0,2024-09-12T08:24:23.767Z,123680.2,response_natural,n,goose,GOOSE,Con_Nat,short,congruent,n,n,True
172,4471,target,canvas.Screen,12_0_0_22_4,response,988.8999999523221,124297.19999992847,124295.7,124312.4,125301.29999995232,125301.79999995232,2024-09-12T08:24:25.391Z,125310.4,response_manmade,m,camel,BENCH,Inc_Nat_Synth,short,incongruent,m,m,True
178,4471,target,canvas.Screen,12_0_0_23_4,response,1023.1999999284744,125926.29999995232,125925.9,125942.5,126965.69999992847,126966.19999992847,2024-09-12T08:24:27.055Z,126973.8,response_manmade,m,lime,GULLY,Inc_Nat_Nat,short,incongruent,n,n,False
184,4471,target,canvas.Screen,12_0_0_24_4,response,615.3999999523221,127589.89999997616,127589.2,127605.9,128221.29999995232,128221.79999995232,2024-09-12T08:24:28.311Z,128238.1,response_manmade,m,bike,BIKE,Con_Synth,short,congruent,m,m,True
190,4471,target,canvas.Screen,12_0_0_25_4,response,799.5999999284686,128854.19999992847,128853.5,128870.1,129669.69999992847,129670.69999992847,2024-09-12T08:24:29.760Z,129685.4,response_manmade,m,corn,CORN,Con_Nat,short,congruent,n,n,False
196,4471,target,canvas.Screen,12_0_0_26_4,response,616.0999999761552,130301.10000002384,130300.6,130317.3,130933.39999997616,130934.29999995232,2024-09-12T08:24:31.023Z,130949.4,response_manmade,m,grass,GRASS,Con_Nat,short,congruent,n,n,False
202,4471,target,canvas.Screen,12_0_0_27_4,response,1199.6999999284744,131565.19999992847,131564.8,131581.5,132781.19999992847,132781.79999995232,2024-09-12T08:24:32.871Z,132795.7,response_natural,n,torch,CHIMP,Inc_Synth_Nat,short,incongruent,n,n,True
208,4471,target,canvas.Screen,12_0_0_28_4,response,753.3999999284861,133411.60000002384,133411.1,133427.8,134181.19999992847,134181.79999995232,2024-09-12T08:24:34.271Z,134193.0,response_manmade,m,silo,PLAZA,Inc_Synth_Synth,short,incongruent,m,m,True
214,4471,target,canvas.Screen,12_0_0_29_4,response,636.3999999999942,134808.89999997616,134808.5,134825.1,135461.5,135462.0,2024-09-12T08:24:35.551Z,135473.8,response_natural,n,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,n,True
