,ID,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,response,response_action,prime,target,condition,soa_condition,congruence,correct_response,correctResponse,correct
76,2205,target,canvas.Screen,12_0_0_5_5,response,939.6459999970248,89486.60000000894,89484.487,89501.154,90440.79999999702,90447.70000000298,2023-09-14T12:25:41.445Z,90451.173,response_natural,n,pipe,LION,Inc_Synth_Nat,long,incongruent,n,n,True
83,2205,target,canvas.Screen,12_0_0_6_5,response,858.0240000029735,91136.29999999702,91135.009,91151.676,92009.70000000298,92017.40000000596,2023-09-14T12:25:43.015Z,92035.027,response_natural,n,pear,PEAR,Con_Nat,long,congruent,n,n,True
90,2205,target,canvas.Screen,12_0_0_7_5,response,774.4590000000026,92721.5,92718.374,92735.041,93509.5,93516.60000000894,2023-09-14T12:25:44.515Z,93535.057,response_natural,n,slug,SLUG,Con_Nat,long,congruent,n,n,True
97,2205,target,canvas.Screen,12_0_0_8_5,response,776.6620000059629,94236.5,94235.071,94251.738,95028.40000000596,95035.79999999702,2023-09-14T12:25:46.034Z,95051.754,response_natural,n,storm,LAND,Inc_Nat_Nat,long,incongruent,m,m,False
104,2205,target,canvas.Screen,12_0_0_9_5,response,764.6320000059641,95738.20000000298,95735.101,95751.768,96516.40000000596,96523.60000000894,2023-09-14T12:25:47.522Z,96535.117,response_natural,n,lemon,DUCK,Inc_Nat_Nat,long,incongruent,m,m,False
111,2205,target,canvas.Screen,12_0_0_10_5,response,997.1689999970258,97220.29999999702,97218.464,97235.131,98232.29999999702,98239.29999999702,2023-09-14T12:25:49.237Z,98251.818,response_manmade,m,eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,m,True
118,2205,target,canvas.Screen,12_0_0_11_5,response,865.6010000089445,98954.29999999702,98951.832,98968.499,99834.10000000894,99842.20000000298,2023-09-14T12:25:50.840Z,99868.517,response_manmade,m,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,m,True
125,2205,target,canvas.Screen,12_0_0_12_5,response,1098.4689999999973,100556.29999999702,100551.864,100568.531,101667.0,101674.29999999702,2023-09-14T12:25:52.672Z,101685.22,response_natural,n,earth,EARTH,Con_Nat,long,congruent,n,n,True
132,2205,target,canvas.Screen,12_0_0_13_5,timeout,2000.0399999999936,102356.10000000894,102352.414,102369.081,104352.454,104354.29999999702,2023-09-14T12:25:55.352Z,104369.121,,,stone,STONE,Con_Nat,long,congruent,n,,False
139,2205,target,canvas.Screen,12_0_0_14_5,response,665.8990000029735,105022.0,105019.134,105035.801,105701.70000000298,105708.90000000596,2023-09-14T12:25:56.707Z,105719.148,response_natural,n,hare,HARE,Con_Nat,long,congruent,n,n,True
146,2205,target,canvas.Screen,12_0_0_15_5,response,722.3380000000034,106406.90000000596,106402.495,106419.162,107141.5,107147.20000000298,2023-09-14T12:25:58.146Z,107152.51,response_natural,n,peas,PEAS,Con_Nat,long,congruent,n,n,True
153,2205,target,canvas.Screen,12_0_0_16_5,response,654.2090000059543,107857.29999999702,107852.524,107869.191,108523.40000000596,108530.60000000894,2023-09-14T12:25:59.529Z,108535.871,response_natural,n,barn,TUNA,Inc_Synth_Nat,long,incongruent,n,n,True
160,2205,target,canvas.Screen,12_0_0_17_5,response,929.414999997025,109221.40000000596,109219.218,109235.885,110165.29999999702,110172.5,2023-09-14T12:26:01.171Z,110185.904,response_natural,n,sink,LAMB,Inc_Synth_Nat,long,incongruent,n,n,True
167,2205,target,canvas.Screen,12_0_0_18_5,response,992.2820000029751,110873.40000000596,110869.251,110885.918,111878.20000000298,111886.79999999702,2023-09-14T12:26:02.885Z,111902.605,response_manmade,m,moose,PORCH,Inc_Nat_Synth,long,incongruent,m,m,True
174,2205,target,canvas.Screen,12_0_0_19_5,response,768.3290000089473,112607.5,112603.104,112619.771,113388.10000000894,113395.20000000298,2023-09-14T12:26:04.394Z,113403.12,response_natural,n,ocean,TREE,Inc_Nat_Nat,long,incongruent,m,m,False
181,2205,target,canvas.Screen,12_0_0_20_5,response,727.766000005955,114089.20000000298,114086.467,114103.134,114830.90000000596,114838.79999999702,2023-09-14T12:26:05.837Z,114853.149,response_natural,n,soap,PONY,Inc_Synth_Nat,long,incongruent,n,n,True
188,2205,target,canvas.Screen,12_0_0_21_5,response,901.73700000596,115540.5,115536.496,115553.163,116454.90000000596,116461.90000000596,2023-09-14T12:26:07.461Z,116469.848,response_manmade,m,flask,FLASK,Con_Synth,long,congruent,m,m,True
195,2205,target,canvas.Screen,12_0_0_22_5,response,1091.1710000029852,117171.79999999702,117169.862,117186.529,118277.70000000298,118285.10000000894,2023-09-14T12:26:09.284Z,118303.218,response_manmade,m,broom,BROOM,Con_Synth,long,congruent,m,m,True
202,2205,target,canvas.Screen,12_0_0_23_5,response,1026.368000008937,118988.70000000298,118986.565,119003.232,120029.60000000894,120036.90000000596,2023-09-14T12:26:11.036Z,120053.253,response_natural,n,moss,MOSS,Con_Nat,long,congruent,n,n,True
209,2205,target,canvas.Screen,12_0_0_24_5,response,906.2329999999929,120740.40000000596,120736.6,120753.267,121659.5,121666.60000000894,2023-09-14T12:26:12.665Z,121669.952,response_manmade,m,swamp,DRILL,Inc_Nat_Synth,long,incongruent,m,m,True
216,2205,target,canvas.Screen,12_0_0_25_5,response,1343.5209999970248,122338.5,122337.112,122353.779,123697.29999999702,123705.10000000894,2023-09-14T12:26:14.704Z,123720.473,response_manmade,m,jeans,JEANS,Con_Synth,long,congruent,m,m,True
223,2205,target,canvas.Screen,12_0_0_26_5,response,913.0460000029852,124422.10000000894,124420.487,124437.154,125350.20000000298,125358.10000000894,2023-09-14T12:26:16.357Z,125370.506,response_natural,n,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,n,True
230,2205,target,canvas.Screen,12_0_0_27_5,response,855.8129999999946,126074.70000000298,126070.52,126087.187,126943.0,126950.20000000298,2023-09-14T12:26:17.949Z,126970.538,response_manmade,m,roof,PIANO,Inc_Synth_Synth,long,incongruent,m,m,True
237,2205,target,canvas.Screen,12_0_0_28_5,response,1125.3480000059644,127655.60000000894,127653.885,127670.552,128795.90000000596,128803.10000000894,2023-09-14T12:26:19.802Z,128820.575,response_natural,n,canon,CANON,Con_Synth,long,congruent,m,m,False
244,2205,target,canvas.Screen,12_0_0_29_5,timeout,2000.0400000000081,129523.29999999702,129520.589,129537.256,131520.629,131521.70000000298,2023-09-14T12:26:22.521Z,131537.296,,,flood,SKIRT,Inc_Nat_Synth,long,incongruent,m,,False
251,2205,target,canvas.Screen,12_0_0_30_5,response,824.8140000089479,132224.20000000298,132221.119,132237.786,133062.60000000894,133070.10000000894,2023-09-14T12:26:24.069Z,133087.803,response_manmade,m,linen,LINEN,Con_Synth,long,congruent,m,m,True
258,2205,target,canvas.Screen,12_0_0_31_5,response,789.7830000089307,133774.10000000894,133771.15,133787.817,134577.60000000894,134584.79999999702,2023-09-14T12:26:25.584Z,134587.833,response_manmade,m,deck,PLATE,Inc_Synth_Synth,long,incongruent,m,m,True
265,2205,target,canvas.Screen,12_0_0_32_5,response,696.7859999970242,135289.29999999702,135287.847,135304.514,136001.29999999702,136008.90000000596,2023-09-14T12:26:27.008Z,136037.862,response_manmade,m,crate,CRATE,Con_Synth,long,congruent,m,m,True
272,2205,target,canvas.Screen,12_0_0_33_5,response,842.3240000029909,136723.10000000894,136721.209,136737.876,137580.20000000298,137587.79999999702,2023-09-14T12:26:28.587Z,137604.56,response_natural,n,sheep,BULL,Inc_Nat_Nat,long,incongruent,m,m,False
279,2205,target,canvas.Screen,12_0_0_34_5,response,935.626000002987,138290.40000000596,138287.907,138304.574,139240.20000000298,139247.5,2023-09-14T12:26:30.247Z,139254.593,response_natural,n,stick,STICK,Con_Nat,long,congruent,n,n,True
286,2205,target,canvas.Screen,12_0_0_35_5,response,754.8260000089358,139959.29999999702,139954.607,139971.274,140726.10000000894,140734.10000000894,2023-09-14T12:26:31.733Z,140754.623,response_natural,n,reef,REEF,Con_Nat,long,congruent,n,n,True
293,2205,target,canvas.Screen,12_0_0_36_5,response,894.2630000059726,141441.20000000298,141437.97,141454.637,142348.90000000596,142356.20000000298,2023-09-14T12:26:33.356Z,142371.322,response_manmade,m,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,m,True
300,2205,target,canvas.Screen,12_0_0_37_5,response,913.3069999970321,143073.70000000298,143071.826,143088.493,144001.79999999702,144008.90000000596,2023-09-14T12:26:35.008Z,144038.512,response_manmade,m,scarf,SCARF,Con_Synth,long,congruent,m,m,True
307,2205,target,canvas.Screen,12_0_0_38_5,response,1029.1740000029677,144726.20000000298,144721.859,144738.526,145767.70000000298,145774.90000000596,2023-09-14T12:26:36.774Z,145788.547,response_natural,n,bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,m,False
314,2205,target,canvas.Screen,12_0_0_39_5,response,658.939000000013,146475.40000000596,146471.894,146488.561,147147.5,147155.40000000596,2023-09-14T12:26:38.155Z,147171.908,response_natural,n,swan,SWAN,Con_Nat,long,congruent,n,n,True
321,2205,target,canvas.Screen,12_0_0_40_5,response,683.9109999999928,147874.90000000596,147871.922,147888.589,148572.5,148579.20000000298,2023-09-14T12:26:39.579Z,148588.603,response_manmade,m,stove,STOVE,Con_Synth,long,congruent,m,m,True
328,2205,target,canvas.Screen,12_0_0_41_5,response,637.0159999970056,149290.79999999702,149288.617,149305.284,149942.29999999702,149949.5,2023-09-14T12:26:40.949Z,149955.297,response_natural,n,crab,CRAB,Con_Nat,long,congruent,n,n,True
335,2205,target,canvas.Screen,12_0_0_42_5,response,753.2560000059602,150626.0,150621.977,150638.644,151391.90000000596,151398.90000000596,2023-09-14T12:26:42.399Z,151405.326,response_manmade,m,wheat,BRICK,Inc_Nat_Synth,long,incongruent,m,m,True
342,2205,target,canvas.Screen,12_0_0_43_5,response,776.8930000059481,152109.90000000596,152105.34,152122.007,152898.90000000596,152904.70000000298,2023-09-14T12:26:43.904Z,152922.023,response_natural,n,fort,GOAT,Inc_Synth_Nat,long,incongruent,n,n,True
349,2205,target,canvas.Screen,12_0_0_44_5,response,905.7950000000128,153627.10000000894,153622.538,153639.205,154545.0,154552.20000000298,2023-09-14T12:26:45.552Z,154555.89,response_manmade,m,tongs,TONGS,Con_Synth,long,congruent,m,m,True
356,2205,target,canvas.Screen,12_0_0_45_5,response,817.6630000059668,155228.0,155222.57,155239.237,156056.90000000596,156064.70000000298,2023-09-14T12:26:47.064Z,156072.587,response_natural,n,clam,CLAM,Con_Nat,long,congruent,n,n,True
363,2205,target,canvas.Screen,12_0_0_46_5,response,784.0990000029851,156760.0,156755.934,156772.601,157556.70000000298,157564.20000000298,2023-09-14T12:26:48.564Z,157572.617,response_manmade,m,apron,APRON,Con_Synth,long,congruent,m,m,True
370,2205,target,canvas.Screen,12_0_0_47_5,response,944.9690000089468,158259.5,158255.964,158272.631,159217.60000000894,159228.90000000596,2023-09-14T12:26:50.229Z,159255.984,response_manmade,m,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,m,True
377,2205,target,canvas.Screen,12_0_0_48_5,response,729.9350000089325,159960.29999999702,159955.998,159972.665,160702.60000000894,160709.70000000298,2023-09-14T12:26:51.710Z,160722.68,response_natural,n,wasp,WASP,Con_Nat,long,congruent,n,n,True
384,2205,target,canvas.Screen,12_0_0_49_5,response,1058.3730000059586,161392.79999999702,161389.36,161406.027,162464.40000000596,162472.70000000298,2023-09-14T12:26:53.473Z,162489.382,response_manmade,m,arrow,ARROW,Con_Synth,long,congruent,m,m,True
391,2205,target,canvas.Screen,12_0_0_50_5,response,923.0939999970142,163194.20000000298,163189.872,163223.206,164146.29999999702,164153.60000000894,2023-09-14T12:26:55.154Z,164156.558,response_natural,n,shell,DIRT,Inc_Nat_Nat,long,incongruent,m,m,False
398,2205,target,canvas.Screen,12_0_0_51_5,response,1042.5280000089551,164842.40000000596,164839.905,164856.572,165899.10000000894,165906.5,2023-09-14T12:26:56.907Z,165923.26,response_natural,n,shark,HILL,Inc_Nat_Nat,long,incongruent,m,m,False
405,2205,target,canvas.Screen,12_0_0_52_5,response,832.1590000089491,166627.90000000596,166623.274,166639.941,167472.10000000894,167479.5,2023-09-14T12:26:58.480Z,167489.958,response_manmade,m,ferry,FERRY,Con_Synth,long,congruent,m,m,True
412,2205,target,canvas.Screen,12_0_0_53_5,response,746.2610000059649,168191.90000000596,168189.972,168206.639,168952.90000000596,168961.60000000894,2023-09-14T12:26:59.962Z,168989.988,response_natural,n,plum,PLUM,Con_Nat,long,congruent,n,n,True
419,2205,target,canvas.Screen,12_0_0_54_5,response,892.1309999970254,169692.90000000596,169690.002,169706.669,170598.79999999702,170606.10000000894,2023-09-14T12:27:01.606Z,170623.354,response_manmade,m,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,m,True
426,2205,target,canvas.Screen,12_0_0_55_5,response,1609.8990000089398,171292.0,171290.034,171306.701,172916.60000000894,172924.20000000298,2023-09-14T12:27:03.924Z,172940.067,response_manmade,m,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,m,m,True
433,2205,target,canvas.Screen,12_0_0_56_5,response,767.2619999999879,173642.70000000298,173640.571,173657.238,174424.5,174431.5,2023-09-14T12:27:05.432Z,174440.587,response_manmade,m,flute,FLUTE,Con_Synth,long,congruent,m,m,True
440,2205,target,canvas.Screen,12_0_0_57_5,response,630.6989999970247,175127.29999999702,175123.934,175140.601,175771.29999999702,175778.70000000298,2023-09-14T12:27:06.779Z,175790.614,response_natural,n,fruit,BEAR,Inc_Nat_Nat,long,incongruent,m,m,False
447,2205,target,canvas.Screen,12_0_0_58_5,response,834.004999997007,176493.29999999702,176490.628,176507.295,177341.29999999702,177348.60000000894,2023-09-14T12:27:08.349Z,177357.312,response_manmade,m,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,m,True
454,2205,target,canvas.Screen,12_0_0_59_5,response,1123.541000002966,178025.60000000894,178023.992,178040.659,179164.20000000298,179171.79999999702,2023-09-14T12:27:10.172Z,179190.682,response_manmade,m,canoe,CANOE,Con_Synth,long,congruent,m,m,True
463,2205,target,canvas.Screen,12_1_0_0_4,response,711.3189999999886,190277.20000000298,190275.014,190291.681,191003.0,191010.10000000894,2023-09-14T12:27:22.011Z,191025.029,response_manmade,m,wharf,RAZOR,Inc_Synth_Synth,short,incongruent,m,m,True
469,2205,target,canvas.Screen,12_1_0_1_4,response,682.625,191646.10000000894,191641.708,191658.375,192341.0,192348.10000000894,2023-09-14T12:27:23.349Z,192358.389,response_manmade,m,mice,TOOLS,Inc_Nat_Synth,short,incongruent,m,m,True
475,2205,target,canvas.Screen,12_1_0_2_4,response,1064.3989999970072,192949.5,192949.20000000298,192958.401,194022.79999999702,194030.40000000596,2023-09-14T12:27:25.031Z,194041.756,response_natural,n,arena,VINE,Inc_Synth_Nat,short,incongruent,n,n,True
481,2205,target,canvas.Screen,12_1_0_3_4,response,1015.9320000029693,194635.5,194635.20000000298,194641.768,195657.70000000298,195665.5,2023-09-14T12:27:26.667Z,195675.122,response_manmade,m,bread,BREAD,Con_Synth,short,congruent,m,m,True
487,2205,target,canvas.Screen,12_1_0_4_4,response,1002.2320000029868,196294.0,196291.801,196308.468,197310.70000000298,197318.0,2023-09-14T12:27:28.319Z,197325.155,response_natural,n,grass,GRASS,Con_Nat,short,congruent,n,n,True
493,2205,target,canvas.Screen,12_1_0_5_4,response,862.6659999999974,197929.20000000298,197925.167,197941.834,198804.5,198811.79999999702,2023-09-14T12:27:29.813Z,198825.185,response_manmade,m,ladle,CAFÉ,Inc_Synth_Synth,short,incongruent,m,m,True
499,2205,target,canvas.Screen,12_1_0_6_4,response,909.1029999970342,199418.5,199418.20000000298,199425.197,200334.29999999702,200342.0,2023-09-14T12:27:31.343Z,200358.549,response_manmade,m,coat,COAT,Con_Synth,short,congruent,m,m,True
505,2205,target,canvas.Screen,12_1_0_7_4,response,667.4640000029758,200961.20000000298,200959.069,200975.736,201643.20000000298,201651.0,2023-09-14T12:27:32.652Z,201675.75,response_natural,n,grape,LLAMA,Inc_Nat_Nat,short,incongruent,n,n,True
511,2205,target,canvas.Screen,12_1_0_8_4,response,798.2380000000121,202266.79999999702,202266.5,202275.762,203074.0,203081.79999999702,2023-09-14T12:27:34.083Z,203092.445,response_natural,n,seed,SEED,Con_Nat,short,congruent,n,n,True
517,2205,target,canvas.Screen,12_1_0_9_4,response,724.8759999999893,203695.10000000894,203692.457,203709.124,204434.0,204442.29999999702,2023-09-14T12:27:35.444Z,204459.139,response_natural,n,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,n,True
523,2205,target,canvas.Screen,12_1_0_10_4,response,972.0820000059612,205062.60000000894,205059.151,205075.818,206047.90000000596,206055.10000000894,2023-09-14T12:27:37.056Z,206059.171,response_manmade,m,melon,HOSE,Inc_Nat_Synth,short,incongruent,m,m,True
529,2205,target,canvas.Screen,12_1_0_11_4,response,897.1830000029877,206677.90000000596,206675.85,206692.517,207589.70000000298,207596.90000000596,2023-09-14T12:27:38.598Z,207609.202,response_manmade,m,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,m,True
535,2205,target,canvas.Screen,12_1_0_12_4,response,1057.052000008931,208229.20000000298,208225.881,208242.548,209299.60000000894,209309.40000000596,2023-09-14T12:27:40.311Z,209325.903,response_manmade,m,spade,SHELF,Inc_Synth_Synth,short,incongruent,m,m,True
541,2205,target,canvas.Screen,12_1_0_13_4,response,838.9180000000051,209929.60000000894,209925.915,209942.582,210781.5,210790.29999999702,2023-09-14T12:27:41.792Z,210809.266,response_natural,n,sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,n,True
547,2205,target,canvas.Screen,12_1_0_14_4,response,868.292000005953,211428.5,211426.441,211443.108,212311.40000000596,212318.70000000298,2023-09-14T12:27:43.320Z,212326.459,response_natural,n,worm,WORM,Con_Nat,short,congruent,n,n,True
553,2205,target,canvas.Screen,12_1_0_15_4,response,817.4949999970268,212946.60000000894,212943.138,212959.805,213777.29999999702,213784.5,2023-09-14T12:27:44.786Z,213793.155,response_natural,n,torch,CHIMP,Inc_Synth_Nat,short,incongruent,n,n,True
559,2205,target,canvas.Screen,12_1_0_16_4,response,1196.3660000029777,214396.40000000596,214393.167,214409.834,215606.20000000298,215613.70000000298,2023-09-14T12:27:46.615Z,215626.525,response_manmade,m,paint,PAINT,Con_Synth,short,congruent,m,m,True
565,2205,target,canvas.Screen,12_1_0_17_4,response,755.1289999999863,216246.0,216243.204,216259.871,217015.0,217022.70000000298,2023-09-14T12:27:48.024Z,217026.553,response_manmade,m,cable,CABLE,Con_Synth,short,congruent,m,m,True
571,2205,target,canvas.Screen,12_1_0_18_4,response,877.0010000059556,217645.90000000596,217643.232,217659.899,218536.90000000596,218544.60000000894,2023-09-14T12:27:49.546Z,218559.917,response_manmade,m,poppy,DINGO,Inc_Nat_Nat,short,incongruent,n,n,False
577,2205,target,canvas.Screen,12_1_0_19_4,response,756.870999997016,219151.70000000298,219151.40000000596,219159.929,219916.79999999702,219924.20000000298,2023-09-14T12:27:50.926Z,219926.611,response_natural,n,whale,WHALE,Con_Nat,short,congruent,n,n,True
583,2205,target,canvas.Screen,12_1_0_20_4,response,832.7430000029854,220548.0,220543.29,220559.957,221392.70000000298,221401.20000000298,2023-09-14T12:27:52.403Z,221409.974,response_manmade,m,patio,SPOON,Inc_Synth_Synth,short,incongruent,m,m,True
589,2205,target,canvas.Screen,12_1_0_21_4,response,824.7770000089367,222030.10000000894,222027.156,222043.823,222868.60000000894,222876.79999999702,2023-09-14T12:27:53.879Z,222893.84,response_natural,n,goose,GOOSE,Con_Nat,short,congruent,n,n,True
595,2205,target,canvas.Screen,12_1_0_22_4,response,968.314000000013,223513.70000000298,223510.519,223527.186,224495.5,224502.40000000596,2023-09-14T12:27:55.504Z,224527.206,response_manmade,m,toast,TOAST,Con_Synth,short,congruent,m,m,True
601,2205,target,canvas.Screen,12_1_0_23_4,response,974.8480000059644,225148.79999999702,225143.885,225160.552,226135.40000000596,226142.40000000596,2023-09-14T12:27:57.144Z,226160.572,response_natural,n,corn,CORN,Con_Nat,short,congruent,n,n,True
607,2205,target,canvas.Screen,12_1_0_24_4,response,991.9490000029909,226772.5,226772.29999999702,226777.251,227769.20000000298,227776.79999999702,2023-09-14T12:27:58.779Z,227793.938,response_manmade,m,doll,DOLL,Con_Synth,short,congruent,m,m,True
613,2205,target,canvas.Screen,12_1_0_25_4,response,1072.5830000029819,228397.40000000596,228393.95,228410.617,229483.20000000298,229490.40000000596,2023-09-14T12:28:00.492Z,229493.972,response_natural,n,hawk,HAWK,Con_Nat,short,congruent,n,n,True
619,2205,target,canvas.Screen,12_1_0_26_4,response,809.3489999999874,230097.5,230093.984,230110.651,230920.0,230927.29999999702,2023-09-14T12:28:01.929Z,230944.001,response_manmade,m,tower,TOWER,Con_Synth,short,congruent,m,m,True
625,2205,target,canvas.Screen,12_1_0_27_4,response,1300.411000005959,231537.70000000298,231537.40000000596,231544.489,232844.90000000596,232852.90000000596,2023-09-14T12:28:03.855Z,232861.182,response_natural,n,ruler,PANSY,Inc_Synth_Nat,short,incongruent,n,n,True
631,2205,target,canvas.Screen,12_1_0_28_4,response,907.6059999970312,233453.90000000596,233453.70000000298,233461.194,234368.79999999702,234376.20000000298,2023-09-14T12:28:05.378Z,234394.546,response_manmade,m,leaf,COIN,Inc_Nat_Synth,short,incongruent,m,m,True
637,2205,target,canvas.Screen,12_1_0_29_4,response,793.7080000089481,235013.70000000298,235011.225,235027.892,235821.60000000894,235829.10000000894,2023-09-14T12:28:06.831Z,235844.575,response_manmade,m,bike,BIKE,Con_Synth,short,congruent,m,m,True
643,2205,target,canvas.Screen,12_1_0_30_4,response,978.6790000089386,236463.40000000596,236461.254,236477.921,237456.60000000894,237464.0,2023-09-14T12:28:08.466Z,237477.941,response_natural,n,spear,MOTH,Inc_Synth_Nat,short,incongruent,n,n,True
649,2205,target,canvas.Screen,12_1_0_31_4,response,738.1130000059493,238099.40000000596,238094.62,238111.287,238849.40000000596,238856.29999999702,2023-09-14T12:28:09.859Z,238861.302,response_natural,n,puppy,PUPPY,Con_Nat,short,congruent,n,n,True
655,2205,target,canvas.Screen,12_1_0_32_4,response,817.6519999970333,239481.40000000596,239477.981,239494.648,240312.29999999702,240319.79999999702,2023-09-14T12:28:11.322Z,240327.998,response_natural,n,frog,FROG,Con_Nat,short,congruent,n,n,True
661,2205,target,canvas.Screen,12_1_0_33_4,response,820.5230000029842,240931.5,240928.01,240944.677,241765.20000000298,241772.40000000596,2023-09-14T12:28:12.775Z,241778.027,response_manmade,m,belt,BELT,Con_Synth,short,congruent,m,m,True
667,2205,target,canvas.Screen,12_1_0_34_4,response,1030.9040000089444,242386.20000000298,242385.90000000596,242395.196,243426.10000000894,243436.90000000596,2023-09-14T12:28:14.439Z,243445.217,response_manmade,m,rope,ROPE,Con_Synth,short,congruent,m,m,True
673,2205,target,canvas.Screen,12_1_0_35_4,response,816.7710000000079,244031.0,244030.70000000298,244045.229,244862.0,244869.20000000298,2023-09-14T12:28:15.872Z,244878.579,response_manmade,m,tank,TANK,Con_Synth,short,congruent,m,m,True
679,2205,target,canvas.Screen,12_1_0_36_4,response,828.7750000029919,245497.90000000596,245495.258,245511.925,246340.70000000298,246348.20000000298,2023-09-14T12:28:17.351Z,246361.942,response_natural,n,berry,OTTER,Inc_Nat_Nat,short,incongruent,n,n,True
685,2205,target,canvas.Screen,12_1_0_37_4,response,1654.4120000029798,246981.29999999702,246978.621,246995.288,248649.70000000298,248656.90000000596,2023-09-14T12:28:19.659Z,248661.988,response_manmade,m,drug,DRUG,Con_Synth,short,congruent,m,m,True
691,2205,target,canvas.Screen,12_1_0_38_4,response,976.3330000000133,249265.70000000298,249262.0,249278.667,250255.0,250263.40000000596,2023-09-14T12:28:21.266Z,250278.687,response_natural,n,rake,HUSKY,Inc_Synth_Nat,short,incongruent,n,n,True
697,2205,target,canvas.Screen,12_1_0_39_4,response,750.3670000059647,250897.79999999702,250895.366,250912.033,251662.40000000596,251668.79999999702,2023-09-14T12:28:22.671Z,251678.715,response_manmade,m,gate,GATE,Con_Synth,short,congruent,m,m,True
703,2205,target,canvas.Screen,12_1_0_40_4,response,803.75199999701,252298.90000000596,252295.881,252312.548,253116.29999999702,253123.5,2023-09-14T12:28:24.126Z,253129.231,response_natural,n,finch,SLOTH,Inc_Nat_Nat,short,incongruent,m,m,False
709,2205,target,canvas.Screen,12_1_0_41_4,response,841.62300000299,253747.90000000596,253745.91,253762.577,254604.20000000298,254611.5,2023-09-14T12:28:25.614Z,254629.261,response_natural,n,fern,PETAL,Inc_Nat_Nat,short,incongruent,n,n,True
715,2205,target,canvas.Screen,12_1_0_42_4,response,704.5930000029912,255249.29999999702,255245.94,255262.607,255967.20000000298,255974.20000000298,2023-09-14T12:28:26.977Z,255979.288,response_manmade,m,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,m,True
721,2205,target,canvas.Screen,12_1_0_43_4,response,755.0329999999958,256584.79999999702,256579.3,256595.967,257351.0,257358.5,2023-09-14T12:28:28.361Z,257362.649,response_manmade,m,camel,BENCH,Inc_Nat_Synth,short,incongruent,m,m,True
727,2205,target,canvas.Screen,12_1_0_44_4,response,828.8049999970244,257982.60000000894,257979.328,257995.995,258824.79999999702,258832.0,2023-09-14T12:28:29.835Z,258846.012,response_manmade,m,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,m,True
733,2205,target,canvas.Screen,12_1_0_45_4,response,1031.1089999970281,259449.70000000298,259446.024,259462.691,260493.79999999702,260501.10000000894,2023-09-14T12:28:31.504Z,260512.712,response_natural,n,creek,CREEK,Con_Nat,short,congruent,n,n,True
739,2205,target,canvas.Screen,12_1_0_46_4,response,879.6420000029902,261133.60000000894,261129.391,261146.058,262025.70000000298,262032.79999999702,2023-09-14T12:28:33.036Z,262046.076,response_manmade,m,mail,MAIL,Con_Synth,short,congruent,m,m,True
745,2205,target,canvas.Screen,12_1_0_47_4,response,759.2689999999711,262655.299999997,262655.0,262663.231,263422.5,263430.0,2023-09-14T12:28:34.433Z,263446.58,response_natural,n,cave,CAVE,Con_Nat,short,congruent,n,n,True
751,2205,target,canvas.Screen,12_1_0_48_4,response,716.5750000000116,264022.10000000894,264021.90000000596,264029.925,264746.5,264754.0,2023-09-14T12:28:35.757Z,264763.273,response_natural,n,daisy,DAISY,Con_Nat,short,congruent,n,n,True
757,2205,target,canvas.Screen,12_1_0_49_4,response,752.1150000059861,265349.90000000596,265346.618,265363.285,266115.40000000596,266122.700000003,2023-09-14T12:28:37.126Z,266129.967,response_manmade,m,sword,SWORD,Con_Synth,short,congruent,m,m,True
763,2205,target,canvas.Screen,12_1_0_50_4,response,922.8870000029565,266749.0,266746.646,266763.313,267686.200000003,267693.700000003,2023-09-14T12:28:38.697Z,267696.665,response_manmade,m,water,MEDAL,Inc_Nat_Synth,short,incongruent,m,m,True
769,2205,target,canvas.Screen,12_1_0_51_4,response,1221.4230000089156,268288.5,268288.299999997,268296.677,269518.10000000894,269525.10000000894,2023-09-14T12:28:40.528Z,269530.035,response_manmade,m,lime,GULLY,Inc_Nat_Nat,short,incongruent,n,n,False
775,2205,target,canvas.Screen,12_1_0_52_4,response,721.619000000006,270149.299999997,270146.714,270163.381,270885.0,270892.299999997,2023-09-14T12:28:41.895Z,270896.729,response_natural,n,rail,SQUID,Inc_Synth_Nat,short,incongruent,n,n,True
781,2205,target,canvas.Screen,12_1_0_53_4,response,621.4920000059647,271510.200000003,271509.90000000596,271513.408,272134.90000000596,272142.200000003,2023-09-14T12:28:43.145Z,272146.754,response_natural,n,tiger,TIGER,Con_Nat,short,congruent,n,n,True
