item;n_trials;err;rt;sd;rtz;n_used;c_freq_movies;lc_freq_movies;c_freq_books;lc_freq_books;n_letters;n_syllables
corbillard;24;0,166666667;767,45;236,0170545;0,312403846;20;1,58;0,198657087;3,72;0,57054294;10;3
cordages;24;0,083333333;706,5454545;127,9857608;0,008951131;22;0,11;-0,958607315;3,24;0,51054501;8;2
corde;25;0,04;709,826087;277,3226956;-0,371370064;23;29,02;1,462697408;32,03;1,505556939;5;1
cordelette;25;0,04;797,826087;198,3668897;0,53228363;23;0,1;-1;2,91;0,463892989;10;3
cordelettes;25;0,04;882,0869565;243,1742572;0,808202627;23;0,01;-2;0,81;-0,091514981;11;3
cordes;24;0;657,4166667;204,5206308;-0,343625322;24;9,69;0,986323777;16,62;1,220631019;6;1
cordial;24;0,083333333;804,3181818;239,8897339;0,333208938;22;0,5;-0,301029996;3,18;0,50242712;7;2
cordiale;25;0,04;715,4347826;144,4427619;0,029300698;23;0,3;-0,522878745;2,43;0,385606274;8;2
cordialement;23;0;688;126,7879403;-0,059919425;23;0,72;-0,142667504;1,82;0,260071388;12;3
cordialité;24;0,125;837;311,8464534;0,447723134;20;0,08;-1,096910013;3,65;0,562292864;10;4
cordon;25;0;666,12;135,1379912;-0,318262358;25;4,42;0,645422269;9,19;0,963315511;6;2
cordonnerie;25;0,12;849,5;287,99103;0,566525643;22;0,16;-0,795880017;0,2;-0,698970004;11;3
cordonnier;25;0;772,2173913;223,1870305;0,242404018;23;1,72;0,235528447;2,91;0,463892989;10;3
cordons;24;0,083333333;655,1363636;139,3017606;-0,305984279;22;0,8;-0,096910013;3,04;0,482873584;7;2
coréen;25;0,04;783,6666667;195,2769865;0,421349208;24;2,27;0,356025857;0,07;-1,15490196;6;3
coréenne;25;0,12;844;202,7520184;0,65710197;22;0,75;-0,124938737;0;#NAME?;8;3
coréens;25;0,04;751,7916667;163,8342161;0,336458941;24;1,62;0,209515015;0,27;-0,568636236;7;3
coriace;25;0,2;807,85;248,791241;0,396733124;20;3,68;0,565847819;1,69;0,227886705;7;2
coriaces;25;0,08;798,5652174;205,4068747;0,280471879;23;1,02;0,008600172;0,88;-0,055517328;8;2
cormorans;22;0,545454545;1006,111111;258,2694545;1,418836447;9;0,14;-0,853871964;0,68;-0,167491087;9;3
corne;23;0;661,9565217;162,1426079;-0,352761231;23;2,64;0,421603927;9,94;0,997386384;5;1
corné;25;0;753,64;279,7413806;-0,008306992;25;0,02;-1,698970004;0,48;-0,318758763;5;2
cornée;25;0,08;703,8636364;218,2618121;-0,233075696;22;0,8;-0,096910013;1,69;0,227886705;6;2
corneilles;24;0,125;723,4;160,4504842;0,065007313;20;0,67;-0,173925197;1,89;0,276461804;10;2
cornent;25;0,44;845,5;142,6951614;1,13207554;12;0,02;-1,698970004;0,07;-1,15490196;7;1
corner;25;0,16;824,9473684;232,0817561;0,451791028;19;0,33;-0,48148606;1,56;0,193124598;6;2
cornes;25;0;734,2916667;223,603391;-0,122687986;24;5,17;0,713490543;9,73;0,98811284;6;1
cornés;23;0,043478261;762,6363636;268,1533935;0,016141722;22;0,01;-2;0,61;-0,214670165;6;2
cornet;24;0,083333333;696,5454545;145,1779621;-0,07424049;22;1,46;0,164352856;6,15;0,788875116;6;2
cornets;24;0,083333333;725,952381;196,3314738;0,077752762;21;0,39;-0,408935393;1,89;0,276461804;7;2
cornette;25;0,52;883,4545455;250,3395149;0,830975128;11;0,03;-1,522878745;1,69;0,227886705;8;2
corniaud;23;0,391304348;808,3076923;171,7014777;0,310184156;13;0,68;-0,167491087;4,12;0,614897216;8;2
corniauds;25;0,2;916,1;282,2356052;1,180664967;20;0,27;-0,568636236;1,22;0,086359831;9;2
corniche;24;0;689,6666667;122,1736706;-0,142698491;24;0,76;-0,119186408;5,74;0,758911892;8;2
corniches;25;0,04;778,6521739;188,9383278;0,166942449;23;0,05;-1,301029996;1,28;0,10720997;9;2
cornichon;24;0,041666667;728,2173913;277,5891268;-0,182342591;23;1,29;0,11058971;0,68;-0,167491087;9;3
cornichons;24;0;678,125;121,2404411;-0,100790023;24;2,88;0,459392488;1,62;0,209515015;10;3
corolle;23;0,608695652;987,4444444;382,3604684;1,062591989;9;0,26;-0,585026652;2,03;0,307496038;7;2
corolles;24;0,416666667;893,1538462;170,1410425;0,718619188;13;0,14;-0,853871964;1,62;0,209515015;8;2
coroner;24;0,541666667;911,3;284,3355021;0,944207844;10;1,98;0,29666519;0;#NAME?;7;3
corons;24;0,791666667;823,8;92,90425179;0,764365822;5;0;#NAME?;1,22;0,086359831;6;2
corporation;25;0,04;757,7083333;230,1671376;0,07936522;24;0,53;-0,27572413;2,23;0,348304863;11;4
corporatisme;23;0,391304348;979,8333333;247,3403372;1,493066684;12;0,02;-1,698970004;0,07;-1,15490196;12;4
corporatiste;23;0,47826087;1115,875;260,3593327;1,80975818;8;0,04;-1,397940009;0,07;-1,15490196;12;4
corporelle;25;0,08;748,0909091;206,4569387;-0,105509406;22;1,47;0,167317335;1,01;0,004321374;10;3
corps;25;0;653;213,8527531;-0,483394201;25;250,15;2,398200507;480,34;2,681548754;5;1
corpulence;24;0,083333333;777,1904762;276,10607;0,385667983;21;0,54;-0,26760624;1,76;0,245512668;10;3
corpulent;25;0,24;890,9473684;355,4314239;0,671430068;19;0,66;-0,180456064;1,08;0,033423755;9;3
correct;24;0;649,5833333;169,2451057;-0,408178432;24;14,32;1,155943018;5;0,698970004;7;2
correcte;25;0;630,52;121,9621253;-0,531749048;25;2,94;0,46834733;1,76;0,245512668;8;2
correctement;25;0;659,3333333;123,20032;-0,432045954;24;11,08;1,04453976;5,41;0,733197265;12;4
correction;26;0;573,7307692;71,25478661;-0,837328282;26;4,17;0,620136055;4,53;0,656098202;10;3
correctionnelle;23;0;912,5652174;240,5047393;0,88907648;23;0,53;-0,27572413;2,1;0,322219295;15;4
corrections;25;0;664,28;185,675685;-0,360346825;25;4,72;0,673941999;1,55;0,190331698;11;3
corrects;24;0,041666667;631,6521739;133,7696829;-0,526492998;23;1,39;0,1430148;1,01;0,004321374;8;2
correspond;24;0,041666667;603,7391304;103,944136;-0,49796419;23;13,76;1,138618434;3,78;0,5774918;10;3
correspondaient;24;0;807;227,148869;0,385912225;24;0,21;-0,677780705;1,69;0,227886705;15;4
correspondait;25;0;770,64;239,6036449;0,152531701;25;1,14;0,056904851;6,08;0,783903579;13;4
correspondance;23;0;624,5217391;97,24330758;-0,540053332;23;5,33;0,726727209;11,89;1,075181855;14;4
correspondances;24;0;738,3333333;170,2245746;0,020742998;24;0,38;-0,420216403;1,62;0,209515015;15;4
correspondant;24;0;694,0833333;154,7822922;-0,304623877;24;3,41;0,532754379;7,56;0,878521796;13;4
correspondants;25;0;758,125;203,1098038;0,024224719;24;0,76;-0,119186408;3,04;0,482873584;14;4
correspondent;25;0,04;780,25;225,7956464;0,310566112;24;4,06;0,608526034;1,55;0,190331698;13;3
correspondre;22;0;734,5909091;216,7062218;0,240845299;22;1,67;0,222716471;1,76;0,245512668;12;3
corrida;25;0,12;796,9545455;160,2294418;0,53563449;22;1,73;0,238046103;3,65;0,562292864;7;3
corridor;25;0,08;750,5217391;166,5426152;0,090652502;23;1,51;0,178976947;9,86;0,993876915;8;3
corridors;25;0,2;781,8421053;130,030878;0,148988728;19;0,34;-0,468521083;2,64;0,421603927;9;3
corrige;24;0,083333333;697,1363636;162,9783203;-0,182629879;22;2,21;0,344392274;1,96;0,292256071;7;2
corrigé;24;0,041666667;608,3478261;98,29852893;-0,61065991;23;1,9;0,278753601;1,56;0,193124598;7;3
corrigea;25;0,04;683,5416667;212,2861029;-0,206879228;24;0,01;-2;1,55;0,190331698;8;3
corrigeait;22;0;726,45;173,1742278;-0,231572123;20;0,04;-1,397940009;1,28;0,10720997;10;3
corrigeant;25;0,04;753,4166667;170,0053494;0,083674773;24;0,02;-1,698970004;1,01;0,004321374;10;3
corrigées;25;0;653,44;177,3450215;-0,445154053;25;0,21;-0,677780705;0,21;-0,677780705;9;3
corriger;25;0;606,24;100,087162;-0,653666141;25;5,87;0,768638101;6,82;0,833784375;8;3
corrigés;24;0,083333333;627,5454545;151,5902143;-0,607000021;22;0,25;-0,602059991;0,35;-0,455931956;8;3
corroborèrent;24;0,416666667;1040,272727;221,3246895;1,380375045;11;0;#NAME?;0,07;-1,15490196;13;4
corrompre;25;0,12;767,5909091;187,3752688;0,167652633;22;1,61;0,206825876;1,49;0,173186268;9;2
corrompu;25;0,04;647,3181818;169,5294289;-0,539080285;22;3,61;0,557507202;1,83;0,26245109;8;3
corruption;25;0,04;676,25;147,8560551;-0,281790716;24;6,54;0,815577748;3,45;0,537819095;10;3
corsage;25;0,04;823,2916667;231,448084;0,380368122;24;1,28;0,10720997;12,23;1,087426457;7;2
corsages;25;0,12;816,6190476;279,0946929;0,335314013;21;0,16;-0,795880017;2,91;0,463892989;8;2
corsaire;24;0,083333333;754,5909091;170,9217752;0,093830372;22;0,58;-0,236572006;1,96;0,292256071;8;2
corsaires;25;0,28;812,0555556;182,1894529;0,497091362;18;0,2;-0,698970004;1,62;0,209515015;9;2
corse;23;0;666,6521739;140,720422;-0,326261795;23;3,01;0,478566496;4;0,602059991;5;1
corsée;24;0;800,3913043;242,3798182;0,288071057;23;0,17;-0,769551079;0,54;-0,26760624;6;2
corset;24;0,083333333;795,3181818;239,39475;0,110000111;22;1,51;0,178976947;2,3;0,361727836;6;2
cortège;24;0;712,2608696;165,6159899;-0,24690898;23;2,77;0,442479769;18,11;1,25791845;7;2
cortèges;24;0,041666667;688,2608696;197,682072;0,062448497;23;0,13;-0,886056648;2,23;0,348304863;8;2
cortex;25;0,08;765,2608696;269,792718;-0,034039976;23;8,68;0,938519725;0,14;-0,853871964;6;2
cortisone;25;0,68;911,375;210,3364227;1,405422685;8;1,28;0,10720997;0,14;-0,853871964;9;3
corvée;24;0,041666667;654,6956522;183,6202689;-0,322860013;23;4,05;0,607455023;10,74;1,031004281;6;2
corvées;25;0,08;755,0434783;256,172612;-0,259679432;23;2,27;0,356025857;6,01;0,778874472;7;2
corvette;23;0,47826087;820,75;197,8131005;0,57031646;12;1,28;0,10720997;0,81;-0,091514981;8;2
cosaque;24;0,583333333;765,375;272,1244135;0,345861303;8;0,44;-0,356547324;1,22;0,086359831;7;2
cosmétiques;25;0;652,7083333;145,4948017;-0,404967889;24;0,75;-0,124938737;0,68;-0,167491087;11;3
cosmétologie;25;0,24;904,75;283,4361774;1,000294495;16;0,07;-1,15490196;0;#NAME?;12;5
cosmique;25;0,04;761,8333333;176,8875021;-0,112475426;24;2,18;0,338456494;3,31;0,519827994;8;2
cosmopolite;24;0,125;859,4761905;292,7448751;0,758932199;21;0,24;-0,619788758;2,03;0,307496038;11;4
cosmos;25;0,16;740,7619048;155,5065609;0,067444655;21;2,34;0,369215857;1,42;0,152288344;6;2
costard;25;0,08;777,0952381;216,2993076;0,258285001;21;3,19;0,503790683;5,34;0,727541257;7;2
costards;24;0,083333333;794,7;220,6774498;0,397848336;20;0,61;-0,214670165;1,49;0,173186268;8;2
costaud;24;0,041666667;674,7826087;156,9666891;-0,34643967;23;8,71;0,940018155;8,58;0,933487288;7;2
costauds;25;0,04;793,4166667;337,1063458;0,162916244;24;1,48;0,170261715;2,43;0,385606274;8;2
costume;25;0;595,2;150,5298974;-0,716860591;25;39,4;1,595496222;44,73;1,650598898;7;2
costumé;25;0,04;688,1666667;225,5336988;-0,394470661;24;0,85;-0,070581074;0,95;-0,022276395;7;3
costumes;25;0;630,5833333;134,0959801;-0,672301004;24;12,61;1,100715087;11,76;1,070407322;8;2
cote;25;0,08;656,173913;175,4929815;-0,369512454;23;7,98;0,902002891;5,34;0,727541257;4;1
côte;24;0;586,25;152,1941695;-0,820568285;24;25,86;1,412628521;90,74;1,957798775;4;1
coté;25;0,08;581,6956522;85,85846428;-0,741533874;23;14,22;1,152899596;1,01;0,004321374;4;2
côté;24;0,041666667;590,8181818;131,270218;-0,655840979;22;250,51;2,398825067;497,43;2,696731974;4;2
coteau;24;0,416666667;811,0769231;284,4038975;0,585976316;13;0,19;-0,721246399;5,2;0,716003344;6;2
coteaux;25;0,2;754,9;232,8502794;0,128715785;20;0,22;-0,657577319;2,5;0,397940009;7;2
cotées;23;0;649,5652174;139,293616;-0,50847835;23;0,16;-0,795880017;0,41;-0,387216143;6;2
côtelé;25;0,16;796,25;281,2112663;0,573362289;20;0,16;-0,795880017;1,08;0,033423755;6;2
côtelette;24;0,041666667;879,173913;246,8834197;0,779999727;23;1,18;0,071882007;1,62;0,209515015;9;2
côtelettes;23;0,043478261;833,4;238,7503431;0,384903175;20;2,19;0,340444115;1,82;0,260071388;10;2
coterie;24;0,75;850,6666667;229,218382;0,728443513;6;0;#NAME?;1,15;0,06069784;7;2
côtes;23;0,043478261;687,0909091;177,2576573;-0,216787996;22;9,31;0,968949681;21,76;1,337658891;5;1
cotés;25;0;702,2;260,8677826;-0,266774204;25;1,33;0,123851641;0,74;-0,13076828;5;2
côtés;25;0,04;627;158,47507;-0,522010546;24;35,48;1,549983611;69,05;1,839163683;5;2
cotillon;25;0,24;881,2105263;205,2918191;0,900055525;19;0,19;-0,721246399;0,2;-0,698970004;8;3
côtoie;24;0,125;741,4761905;158,3235987;0,202297246;21;0,44;-0,356547324;1,22;0,086359831;6;2
coton;23;0;639,6086957;176,4276156;-0,449478005;23;10,06;1,002597981;24,66;1,391993072;5;2
cotonnade;24;0,541666667;835,1111111;216,8291058;0,674705225;9;0;#NAME?;2,23;0,348304863;9;3
cotonneux;24;0,166666667;763,6;232,8237192;0,328941642;20;0,06;-1,22184875;1,76;0,245512668;9;3
cotonnier;25;0,28;815,7058824;265,6686763;0,609448538;17;0;#NAME?;0,14;-0,853871964;9;3
cotons;26;0,038461538;705,9166667;222,7821936;-0,274824292;24;0,03;-1,522878745;1,55;0,190331698;6;2
côtoyaient;25;0,04;748,2083333;133,5632009;0,08768423;24;0,02;-1,698970004;1,22;0,086359831;10;3
côtoyait;24;0,041666667;746,826087;208,9163931;0,094695685;23;0,01;-2;1,15;0,06069784;8;3
côtoyé;25;0,04;686,7083333;140,1388998;-0,291758614;24;0,36;-0,443697499;1,22;0,086359831;6;3
cottage;25;0,24;808,3529412;238,9513395;0,365235418;17;1,49;0,173186268;0,47;-0,327902142;7;2
cou;25;0;590,2;114,5913028;-0,709926041;25;43,71;1,640580806;112,7;2,051923916;3;1
coucha;23;0;661,9130435;156,3262652;-0,34440857;23;0,41;-0,387216143;7,57;0,87909588;6;2
couchage;24;0,083333333;717,1818182;212,1768437;-0,203391146;22;1,86;0,269512944;1,28;0,10720997;8;2
couchai;25;0,24;732;217,7641436;-0,084222969;19;0;#NAME?;1,35;0,130333768;7;2
couchaient;24;0,041666667;678,9565217;138,361673;-0,335000563;23;0,13;-0,886056648;2,57;0,409933123;10;2
couchais;24;0,083333333;688,5238095;184,4019032;-0,15945009;21;1,89;0,276461804;2,57;0,409933123;8;2
couchait;22;0;667,5;195,0027472;-0,355334095;22;2,23;0,348304863;11,89;1,075181855;8;2
couchant;25;0;648,04;176,7298975;-0,416013295;25;2,71;0,432969291;13,85;1,141449773;8;2
couche;26;0;643,32;194,5258595;-0,636500493;25;40,39;1,606273853;40,88;1,611510887;6;1
couché;24;0;628,25;196,744869;-0,635509671;24;43,06;1,634074025;51,42;1,711132072;6;2
couchée;24;0,041666667;588,9565217;100,4980679;-0,723227756;23;7,57;0,87909588;19,06;1,280122896;7;2
couchées;24;0;609,2083333;92,62734086;-0,602770711;24;0,35;-0,455931956;3,58;0,553883027;8;2
couchent;25;0;721,8;155,775212;-0,176496074;25;2,48;0,394451681;3,38;0,5289167;8;1
coucher;24;0;671,3913043;164,0329067;-0,601571095;23;89,7;1,952792443;71,35;1,853393977;7;2
couchera;25;0,04;647,3333333;119,7234737;-0,365301987;24;0,86;-0,065501549;0,81;-0,091514981;8;2
coucherai;25;0,08;796,4782609;215,4226015;0,344465247;23;1,36;0,133538908;1,28;0,10720997;9;2
coucherait;24;0;709,3913043;186,2187714;-0,136121324;23;0,43;-0,366531544;1,42;0,152288344;10;2
couchèrent;24;0,041666667;727,826087;238,6259249;0,048510345;23;0,03;-1,522878745;2,3;0,361727836;10;2
couches;24;0,041666667;663,9130435;125,6553414;-0,339514547;23;13,9;1,1430148;11,83;1,072984745;7;1
couchés;25;0,04;633,4166667;131,0548895;-0,593595997;24;3,22;0,507855872;13,58;1,13289977;7;2
couchette;25;0,04;644,2083333;181,8028027;-0,559550441;24;1,5;0,176091259;5;0,698970004;9;2
couchettes;24;0;697,5833333;209,7130372;-0,359903353;24;0,5;-0,301029996;1,28;0,10720997;10;2
couchez;24;0;641,9583333;123,0081224;-0,574971218;24;6,79;0,831869774;1,49;0,173186268;7;2
coucou;26;0,076923077;671,7916667;186,7949304;-0,364403857;24;12,71;1,104145551;3,92;0,593286067;6;2
coucous;25;0,32;757,2941176;253,4582719;0,012270084;17;0,45;-0,346787486;1,15;0,06069784;7;2
coude;24;0,083333333;595,7142857;125,3088755;-0,610275161;21;5,36;0,72916479;33,24;1,521661015;5;1
coudé;25;0;620,24;169,3224931;-0,489457962;25;0,04;-1,397940009;0,55;-0,259637311;5;2
coudées;24;0,041666667;695,0909091;165,4255433;-0,217205129;22;0,1;-1;1,56;0,193124598;7;2
coudes;25;0;692,6;192,3014127;-0,260298087;25;4,84;0,684845362;20,95;1,321184027;6;1
coudre;24;0,083333333;623,8181818;117,4485242;-0,497989498;22;4,83;0,683947131;8,65;0,937016107;6;1
couette;25;0;667,88;190,1933928;-0,294905701;25;1,34;0,127104798;1,28;0,10720997;7;1
couffin;23;0,173913043;904,0555556;304,6696325;0,698356665;18;1,25;0,096910013;1,01;0,004321374;7;2
couguar;24;0,75;972,8333333;298,9169896;1,410493291;6;0,65;-0,187086643;0,41;-0,387216143;7;2
couinement;25;0,44;904,2307692;189,6651232;0,913146424;13;0,06;-1,22184875;0,68;-0,167491087;10;2
couinements;25;0,12;906,5909091;223,4009121;1,255993832;22;0,02;-1,698970004;1,08;0,033423755;11;2
couiner;24;0,166666667;780,85;193,857863;0,329632475;20;0,45;-0,346787486;1,01;0,004321374;7;2
coula;25;0,08;687,6956522;187,0868624;-0,270474054;23;0,18;-0,744727495;5,61;0,748962861;5;2
coulaient;24;0;687,5;220,6198777;-0,231204724;24;0,8;-0,096910013;7,03;0,846955325;9;2
coulait;25;0,04;679,7916667;183,8643118;-0,394174526;24;2,96;0,471291711;26,62;1,425208051;7;2
coulant;24;0;631,7391304;137,6689763;-0,440808692;23;0,86;-0,065501549;7,71;0,887054378;7;2
coule;48;0,083333333;764,0227273;273,8767749;0,147789533;44;15,84;1,199755177;21,29;1,328175661;5;1
coulé;25;0,04;664,3333333;155,034545;-0,236280938;24;7,2;0,857332496;9,25;0,966141733;5;2
coulée;24;0;621,6666667;164,2531627;-0,506196254;24;0,72;-0,142667504;8,98;0,953276337;6;2
coulées;24;0;583,8695652;92,65100909;-0,777350139;23;0,14;-0,853871964;3,37;0,527629901;7;2
coulent;24;0,125;659,4761905;135,9527929;-0,448262406;21;2,29;0,359835482;5;0,698970004;7;1
couler;25;0;692,2;149,9863883;-0,354497929;25;14,93;1,174059808;37,7;1,57634135;6;2
coulera;25;0;761,44;268,0368569;0,011288265;25;2,15;0,33243846;0,54;-0,26760624;7;2
coulèrent;24;0;691;162,4782503;-0,058373842;23;0,13;-0,886056648;1,08;0,033423755;9;2
couleur;25;0;549,4;121,5620555;-0,948505363;25;57,46;1,759365622;118,65;2,074267743;7;2
couleurs;24;0;615,1666667;129,6794264;-0,743129566;24;24,79;1,394276527;80,07;1,903469829;8;2
couleuvre;24;0,125;761,8095238;238,5142803;0,160584734;21;0,71;-0,148741651;1,55;0,190331698;9;2
couleuvres;25;0,08;799,3478261;180,4208738;0,047321257;23;0,18;-0,744727495;1,35;0,130333768;10;2
coulisse;25;0;655,9166667;122,4577715;-0,28119587;24;1,11;0,045322979;2,44;0,387389826;8;2
coulisses;25;0;675,04;99,72941726;-0,439267706;25;3,45;0,537819095;6,76;0,829946696;9;2
couloir;24;0,041666667;602,8695652;103,1196588;-0,544016609;23;24,77;1,393926007;80,47;1,905634001;7;2
couloirs;25;0;608,24;137,5352318;-0,609250046;25;4,41;0,644438589;24,05;1,381115081;8;2
coup;25;0;621,88;169,7206823;-0,646042283;25;389,49;2,590496312;641,55;2,807230509;4;1
coupa;26;0,115384615;608,7826087;119,041611;-0,721637118;23;0,69;-0,161150909;17,97;1,254548077;5;2
coupable;25;0;580,88;113,4167536;-0,832883992;25;64,17;1,807332039;27,5;1,439332694;8;2
coupables;25;0,08;640,1304348;164,3157449;-0,456301641;23;8,27;0,91750551;7,43;0,870988814;9;2
coupaient;24;0,041666667;607,6086957;163,6000498;-0,468186926;23;0,33;-0,48148606;2,43;0,385606274;9;2
coupait;25;0;663,08;129,5485495;-0,26689863;25;1,64;0,214843848;10,61;1,025715384;7;2
coupant;24;0,041666667;675,3043478;140,629893;-0,309384296;23;1,13;0,053078443;7,09;0,850646235;7;2
coupante;25;0;699,44;153,6202244;-0,170552607;25;0,21;-0,677780705;2,23;0,348304863;8;2
coupantes;25;0,08;728,4347826;168,8570741;0,054892271;23;0,1;-1;1,35;0,130333768;9;2
coupe;25;0;669,24;210,5592316;-0,312459328;25;61,82;1,791129001;51,35;1,710540448;5;1
coupé;25;0,04;568,875;86,81580326;-0,998764502;24;34,5;1,537819095;36,69;1,564547712;5;2
coupée;25;0,04;651,3478261;123,0574916;-0,374651057;23;10,75;1,031408464;14,53;1,162265614;6;2
coupées;24;0;631,8333333;174,0568789;-0,47311896;24;2,97;0,472756449;8,04;0,905256049;7;2
coupent;24;0,166666667;693,2;250,1903696;-0,20944133;20;2,19;0,340444115;3,99;0,600972896;7;1
couper;25;0;615,68;246,6898728;-0,764805846;25;41,45;1,617524535;31,76;1,501880494;6;2
coupera;25;0,08;607,7826087;118,9078927;-0,389147883;23;1,13;0,053078443;0,61;-0,214670165;7;2
couperai;24;0,041666667;786,6363636;232,3973497;0,189796777;22;1,67;0,222716471;0,2;-0,698970004;8;2
couperais;24;0,083333333;764,8181818;179,0266371;0,190328879;22;1;0;0,41;-0,387216143;9;2
couperait;25;0,04;677,125;143,2623961;-0,259082794;24;0,68;-0,167491087;1,22;0,086359831;9;2
couperet;23;0,217391304;838,1666667;230,8290047;0,79708363;18;0,42;-0,37675071;2,03;0,307496038;8;2
coupes;24;0;656,2916667;188,3773916;-0,454310209;24;7,73;0,888179494;9,06;0,957128198;6;1
coupés;24;0;615,4583333;195,3226938;-0,573611203;24;4,9;0,69019608;15,88;1,200850498;6;2
coupez;24;0;646,5416667;193,3372766;-0,573343736;24;19,53;1,290702243;1,82;0,260071388;6;2
couple;25;0;577;111,8320914;-0,767097835;25;41,29;1,615844883;47,43;1,676053125;6;1
couplé;24;0,041666667;636,3913043;135,7868447;-0,403788056;23;0,07;-1,15490196;0,27;-0,568636236;6;2
couplée;25;0;674,4;170,1413628;-0,371472758;25;0,04;-1,397940009;0;#NAME?;7;2
couplées;24;0,041666667;759,2272727;196,7693675;0,118676158;22;0,02;-1,698970004;0,14;-0,853871964;8;2
coupler;25;0,04;617,375;172,9017848;-0,653650536;24;0,01;-2;0,14;-0,853871964;7;2
couples;25;0;570,96;118,8957807;-0,800039382;25;8,56;0,932473765;16,76;1,224274014;7;1
couplet;25;0,12;705,8095238;260,8979914;-0,255428083;21;1,06;0,025305865;3,51;0,545307116;7;2
couplets;25;0;753,96;223,2086991;0,236233231;25;0,25;-0,602059991;1,82;0,260071388;8;2
coupole;25;0,08;696,2608696;172,4078719;-0,02682108;23;1,13;0,053078443;5,27;0,721810615;7;2
coupoles;25;0,12;845,4761905;236,9961221;0,520061048;21;0,04;-1,397940009;3,65;0,562292864;8;2
coupons;25;0,04;717,4583333;207,9109298;0,115978766;24;3,04;0,482873584;1,42;0,152288344;7;2
coups;25;0,04;620,2173913;102,4615034;-0,599232264;23;82,33;1,915558115;196,15;2,292588312;5;1
coupure;23;0;696,0869565;169,9339211;-0,35314024;23;6,29;0,798650645;5,81;0,764176132;7;2
coupures;24;0;678,375;127,0408399;-0,220288434;24;4,19;0,622214023;5,27;0,721810615;8;2
cour;25;0,04;650,9583333;182,6980115;-0,394707381;24;71,8;1,856124444;150,14;2,176496412;4;1
courage;25;0,04;593,7826087;199,0214599;-0,773527316;23;70,7;1,849419414;69,8;1,843855423;7;2
courageuse;24;0;607,4166667;104,4092769;-0,630797265;24;7,87;0,895974732;2,97;0,472756449;10;3
courageusement;25;0;684,92;131,0193752;0,063820145;25;0,61;-0,214670165;3,45;0,537819095;14;4
courageux;25;0;607,4583333;112,5529746;-0,679744296;24;20,22;1,305781151;8,38;0,923244019;9;3
couraient;25;0;668;133,976961;-0,249627638;24;1,54;0,187520721;17,91;1,253095586;9;2
courais;25;0,12;755,0454545;260,3028414;0,288923567;22;2,86;0,456366033;5;0,698970004;7;2
courait;25;0,04;681,625;185,3288059;-0,129177243;24;3,38;0,5289167;32,43;1,510946949;7;2
couramment;25;0;762,92;152,1191748;0,108794026;25;1,38;0,139879086;3,11;0,492760389;10;3
courant;24;0,041666667;621,5217391;150,8523871;-0,693516961;23;125,24;2,097743059;111,75;2,048247532;7;2
courante;24;0;601,875;120,2154994;-0,58795177;24;1,95;0,290034611;8,85;0,946943271;8;2
courantes;24;0,041666667;696,5217391;299,8505491;-0,351277821;23;0,54;-0,26760624;2,3;0,361727836;9;2
courants;24;0;642;111,0560874;-0,474628789;23;3,84;0,584331224;13,78;1,139249218;8;2
courba;25;0,08;733,5454545;233,3386518;-0,023278197;22;0;#NAME?;2,09;0,320146286;6;2
courbait;25;0,04;673,7916667;189,9519342;-0,164865303;24;0;#NAME?;1,35;0,130333768;8;2
courbant;25;0,04;751,2083333;160,2047546;-0,01439983;24;0,16;-0,795880017;2,36;0,372912003;8;2
courbatures;25;0,04;769,8333333;210,7883065;-0,058733955;24;0,38;-0,420216403;1,08;0,033423755;11;3
courbe;24;0;662,3333333;203,7553236;-0,510674418;24;2,87;0,457881897;17,09;1,232742063;6;1
courbé;25;0,04;620,7083333;91,80862855;-0,475648236;24;1,08;0,033423755;7,77;0,890421019;6;2
courbée;25;0;672,44;161,3985956;-0,359517162;25;0,24;-0,619788758;3,72;0,57054294;7;2
courber;25;0,04;745,2916667;280,0511567;0,103662703;24;0,61;-0,214670165;2,5;0,397940009;7;2
courbes;25;0;708,64;177,2081827;-0,267844257;25;1,41;0,149219113;7,63;0,882524538;7;1
courbés;25;0,04;707,9130435;262,2590518;-0,189217441;23;0,59;-0,229147988;2,56;0,408239965;7;2
courbettes;24;0,083333333;813,1428571;279,9180747;0,419025259;21;0,38;-0,420216403;1,96;0,292256071;10;2
courbure;25;0,08;744,0909091;151,277704;0,001489076;22;0,21;-0,677780705;2,16;0,334453751;8;2
coure;25;0,76;848;315,0547571;0,386501644;5;0,72;-0,142667504;1,22;0,086359831;5;1
courent;21;0,142857143;622,2352941;91,86439014;-0,379115519;17;8,83;0,945960704;12,84;1,108565024;7;1
courette;24;0,833333333;910;231,2098614;1,116946422;4;0;#NAME?;1,69;0,227886705;8;2
coureur;25;0,04;721,875;255,1980156;-0,238788654;24;3,71;0,56937391;4,8;0,681241237;7;2
coureurs;25;0;692,56;234,0986402;-0,152774616;25;1,42;0,152288344;2,36;0,372912003;8;2
coureuse;25;0,12;753;274,4857009;0,14649385;21;0,36;-0,443697499;1,08;0,033423755;8;2
courez;25;0,04;689,7916667;182,7309686;-0,150456058;24;11,99;1,078819183;1,28;0,10720997;6;2
courir;25;0,04;657,4583333;154,4465517;-0,615708962;24;47,19;1,673849977;71,82;1,856245401;6;2
