item;n_trials;err;rt;sd;rtz;n_used;c_freq_movies;lc_freq_movies;c_freq_books;lc_freq_books;n_letters;n_syllables
couronnant;25;0,04;933,4782609;328,6189932;0,572183858;23;0,01;-2;1,42;0,152288344;10;3
couronne;25;0;652,25;165,3615932;-0,546822248;24;15,94;1,202488317;13,38;1,126456113;8;2
couronné;25;0,08;670,8695652;156,8094687;-0,042781772;23;1,53;0,184691431;3,99;0,600972896;8;3
couronnée;25;0,04;722,375;173,7661628;-0,112602253;24;1,33;0,123851641;3,11;0,492760389;9;3
couronnement;25;0,08;792,0869565;216,5170396;0,362976685;23;2,38;0,376576957;2,03;0,307496038;12;3
couronner;24;0;722,625;224,1749729;-0,063084288;24;1,76;0,245512668;2,23;0,348304863;9;3
couronnes;25;0,04;665,0416667;132,8907623;-0,338850392;24;8,01;0,903632516;8,11;0,909020854;9;2
couronnés;25;0;795,72;266,0406485;0,166835806;25;0,14;-0,853871964;1,55;0,190331698;9;3
courons;25;0,52;749,75;259,924858;0,2042413;12;2,19;0,340444115;1,76;0,245512668;7;2
courra;24;0,083333333;727,2727273;299,3572769;-0,155219816;22;0,9;-0,045757491;0,41;-0,387216143;6;2
courre;25;0,52;849,6363636;182,6210682;0,696369041;11;0,75;-0,124938737;2,91;0,463892989;6;1
courrez;24;0;708,0416667;319,117871;-0,22415252;24;1,05;0,021189299;0;#NAME?;7;2
courrier;24;0,041666667;609,2608696;141,0368158;-0,603821987;23;23,4;1,369215857;23,04;1,362482475;8;2
courriers;25;0,04;736,9583333;220,1073807;0,146166507;24;0,59;-0,229147988;1,42;0,152288344;9;2
courroie;25;0,12;816,4761905;244,8161798;0,43397255;21;0,56;-0,251811973;3,11;0,492760389;8;2
courroies;24;0,125;773,5789474;158,2579876;0,335124701;19;0,5;-0,301029996;2,5;0,397940009;9;2
courroucé;25;0,56;825;304,964916;0,301489834;11;0,57;-0,244125144;1,49;0,173186268;9;3
courroux;24;0,375;765,8571429;94,91766241;0,48336102;14;3,55;0,550228353;2,09;0,320146286;8;2
cours;24;0;604,7916667;159,2343035;-0,806932769;24;161,8;2,208978517;186,02;2,26955964;5;1
coursaient;25;0,12;753,1052632;123,4219928;0,497935233;19;0,02;-1,698970004;0,07;-1,15490196;10;2
course;25;0,04;667,5;157,8648294;-0,312099039;24;41,14;1,614264287;52,3;1,718501689;6;1
courses;23;0,043478261;630,0909091;148,5776722;-0,473212995;22;32,04;1,505692507;30;1,477121255;7;1
coursier;24;0,166666667;678,7;207,4466577;-0,172607587;20;4,06;0,608526034;1,96;0,292256071;8;2
coursive;25;0,52;782,1666667;215,8062403;0,435286203;12;0,26;-0,585026652;2,36;0,372912003;8;2
coursives;23;0,565217391;797;191,4151248;0,627740092;9;0,09;-1,045757491;1,01;0,004321374;9;2
court;49;0;688,625;212,8297317;-0,269773847;48;51,5;1,711807229;88,72;1,948021533;5;1
courtage;25;0,68;738,8571429;267,8478602;0,82898444;7;0,36;-0,443697499;0,07;-1,15490196;8;2
courte;25;0,08;626,9130435;129,8939823;-0,509565901;23;14,44;1,159567193;32,97;1,518118947;6;1
courtes;24;0,041666667;703,4347826;214,105502;-0,148214758;23;3,63;0,559906625;20,14;1,304059466;7;1
courtier;24;0,125;807,6666667;275,3974098;0,590888132;21;2,21;0,344392274;0,74;-0,13076828;8;2
courtisait;25;0;752,44;160,4247175;0,135587364;25;0,03;-1,522878745;0,34;-0,468521083;10;3
courtisan;23;0,043478261;813,8636364;233,3142772;0,504519055;22;0,48;-0,318758763;1,56;0,193124598;9;3
courtisane;25;0,08;761,6521739;157,0430192;0,426831087;23;0,66;-0,180456064;2,09;0,320146286;10;3
courtisanes;23;0,043478261;811,9090909;155,7081853;0,739650156;22;0,47;-0,327902142;1,62;0,209515015;11;3
courtisans;25;0;777;194,9816231;0,125726474;25;1,27;0,103803721;2,03;0,307496038;10;3
courtois;25;0,04;761,5416667;205,8737433;0,072506887;24;1,58;0,198657087;7,03;0,846955325;8;2
courtoise;24;0;748,9130435;147,645741;0,167027875;23;0,28;-0,552841969;2,23;0,348304863;9;2
courtoisement;25;0,16;797,6315789;180,7162326;0,856594717;19;0,27;-0,568636236;1,96;0,292256071;13;3
courtoisie;25;0;717,44;169,7132582;-0,011826388;25;4,42;0,645422269;8,04;0,905256049;10;3
courts;24;0;642,9583333;127,3350524;-0,473420484;24;6,84;0,835056102;17,64;1,246498581;6;1
couru;25;0,08;802,8695652;330,8102044;0,32477432;23;13,39;1,126780577;17,1;1,23299611;5;2
coururent;24;0,375;850,0714286;282,4234312;0,538271463;14;0,49;-0,30980392;3,78;0,5774918;9;2
courus;25;0,4;833,8666667;246,1317495;0,37904049;15;0,25;-0,602059991;5,27;0,721810615;6;2
courut;25;0,08;706,3913043;171,2607632;-0,166632073;23;1,65;0,217483944;22,64;1,354876423;6;2
cousaient;25;0,24;749,1578947;236,3289288;0,261419878;19;0,01;-2;0,2;-0,698970004;9;2
cousait;24;0,208333333;712,2105263;177,5263921;0,153254547;19;0,16;-0,795880017;2,36;0,372912003;7;2
couscous;25;0,12;742;234,9851059;-0,074767301;22;1,05;0,021189299;3,24;0,51054501;8;2
cousin;24;0,041666667;598,8636364;111,0380868;-0,55468483;22;37,31;1,571825249;39,05;1,591621038;6;2
cousine;25;0,04;695;221,5865716;-0,265930962;24;23,72;1,375114685;25,14;1,400365273;7;2
cousines;23;0;723,9130435;254,0849738;-0,358528862;23;2,18;0,338456494;5,14;0,710963119;8;2
cousins;24;0;676,7916667;147,6950381;-0,177495122;24;10,66;1,027757205;20,61;1,314077992;7;2
cousirent;25;0,72;1119;419,8253605;1,816212419;7;0;#NAME?;0,07;-1,15490196;9;2
coussin;24;0,041666667;737,7391304;214,8376168;-0,08239174;23;2,44;0,387389826;8,45;0,926856709;7;2
coussins;24;0;773,7083333;245,4134894;0,081903422;24;1,98;0,29666519;14,26;1,154119526;8;2
cousu;25;0,12;740,0454545;185,4383423;0,11286495;22;1,32;0,120573931;3,85;0,58546073;5;2
cousue;25;0,28;799,2941176;280,7574052;0,341639716;17;2,08;0,318063335;2,23;0,348304863;6;2
cousus;24;0,125;910,952381;324,2743401;1,046160796;21;0,45;-0,346787486;2,23;0,348304863;6;2
coût;24;0,041666667;529,826087;77,56325991;-0,979611506;23;3,58;0,553883027;1,22;0,086359831;4;1
coûta;25;0;675,4583333;154,9956463;-0,311990031;24;0,05;-1,301029996;1,22;0,086359831;5;2
coûtaient;25;0;689,08;192,3269612;-0,411973382;25;0,37;-0,431798276;1,35;0,130333768;9;2
coûtait;24;0;693,2083333;217,135097;-0,128269527;24;0,86;-0,065501549;6,35;0,802773725;7;2
coûte;25;0,08;581,3478261;101,862478;-0,792607982;23;38,84;1,589279221;20,41;1,309843005;5;1
coûté;25;0,08;659,3043478;176,6692942;-0,3622134;23;14,35;1,156851901;6,15;0,788875116;5;2
couteau;25;0,04;704,8333333;286,7343365;-0,196311922;24;51,08;1,708250889;44,26;1,64601141;7;2
couteaux;24;0,041666667;638,2608696;207,2013113;-0,595939465;23;7,08;0,850033258;8,38;0,923244019;8;2
coutelas;23;0,52173913;874,2727273;342,8562646;0,789404788;11;0,02;-1,698970004;1,22;0,086359831;8;2
coûtent;22;0;691,5909091;154,4232462;-0,067205184;22;5,35;0,728353782;1,76;0,245512668;7;1
coûter;25;0;666,2;191,7869912;-0,400836527;25;12,59;1,10002573;5,27;0,721810615;6;2
coûtera;24;0,041666667;622,5454545;180,8023723;-0,629046221;22;7,11;0,851869601;1,82;0,260071388;7;2
coûterait;25;0;696,36;165,7;-0,209355259;25;2,29;0,359835482;2,3;0,361727836;9;2
coûteuse;25;0;645,68;166,0634216;-0,457219331;25;1,23;0,089905111;1,22;0,086359831;8;2
coûteux;24;0;580,875;72,99929273;-0,878650892;24;1,6;0,204119983;3,04;0,482873584;7;2
coutil;25;0,92;921;248,901587;0,461848916;2;0;#NAME?;1,28;0,10720997;6;2
coûts;26;0;633,2307692;123,9023188;-0,59302482;26;1,46;0,164352856;0,14;-0,853871964;5;1
coutume;25;0;632,88;111,649123;-0,388304468;25;7,27;0,861534411;17,03;1,231214648;7;2
coutumes;24;0;627,875;177,0483384;-0,623062267;24;3,19;0,503790683;8,11;0,909020854;8;2
coutumier;24;0,083333333;745,8571429;175,1993966;0,237603702;21;0,64;-0,193820026;2,5;0,397940009;9;3
coutumière;26;0,038461538;810,3913043;203,8985352;0,288287427;23;0,2;-0,698970004;2,57;0,409933123;10;3
couture;24;0,041666667;694,4347826;164,7035425;-0,222756801;23;4,31;0,63447727;8,45;0,926856709;7;2
coutures;24;0;691,1666667;169,1142312;-0,186393122;24;1,21;0,08278537;2,09;0,320146286;8;2
couturier;25;0;848,75;250,285272;0,341978219;24;0,56;-0,251811973;2,43;0,385606274;9;3
couturière;24;0;781,9583333;231,7904749;0,186715684;24;2,45;0,389166084;5,81;0,764176132;10;3
couturiers;24;0,125;742,3809524;145,970023;0,266627805;21;0,15;-0,823908741;1,28;0,10720997;10;3
couvait;25;0,04;761,5416667;303,0799836;0,029274147;24;0,25;-0,602059991;3,58;0,553883027;7;2
couvant;24;0,083333333;782,5909091;246,2425554;-0,074660608;22;0,02;-1,698970004;0,54;-0,26760624;7;2
couve;24;0,291666667;843,8235294;275,6690124;0,611873952;17;1,54;0,187520721;1,76;0,245512668;5;1
couvé;25;0,16;714,7;168,8659076;0,06078619;20;0,17;-0,769551079;1,82;0,260071388;5;2
couvée;50;0,08;732,5652174;204,7122264;-0,078585373;46;0,23;-0,638272164;1,49;0,173186268;6;2
couvent;24;0,041666667;687,9565217;165,3380774;-0,102315331;23;16,41;1,215108581;23,04;1,362482475;7;1
couvents;23;0,043478261;749,7272727;236,0524925;-0,005963103;22;0,74;-0,13076828;3,65;0,562292864;8;2
couver;25;0,2;853,75;314,8703785;0,54208716;20;0,75;-0,124938737;1,62;0,209515015;6;2
couvercle;25;0,12;748,0909091;213,6478877;0,056471633;22;2,56;0,408239965;20,61;1,314077992;9;2
couvercles;24;0;786,2083333;218,5171328;0,258805371;24;0,16;-0,795880017;1,49;0,173186268;10;2
couvert;25;0;618,6;176,0816572;-0,594060162;25;22,21;1,346548559;51,95;1,715585552;7;2
couverte;25;0;635;225,3589729;-0,504513191;25;5,81;0,764176132;19,86;1,297979244;8;2
couvertes;24;0;672,75;123,5008361;-0,509286142;24;1,82;0,260071388;11,15;1,047274867;9;2
couverts;25;0,08;705,9565217;207,3713135;-0,237356405;23;6,44;0,808885867;24,39;1,3872118;8;2
couverture;25;0;676,88;216,6666641;-0,325483774;25;26,5;1,423245874;41,01;1,612889769;10;3
couvertures;26;0;669,76;117,5472529;-0,334923208;25;7,89;0,897077003;21,01;1,322426052;11;3
couves;24;0,291666667;796,1875;264,7308618;0,681339661;16;0,23;-0,638272164;0,27;-0,568636236;6;1
couvez;25;0,2;746;319,0058571;-0,162619341;20;0,09;-1,045757491;0,07;-1,15490196;6;2
couvraient;25;0,04;657,2083333;97,07638372;-0,34946736;24;0,45;-0,346787486;4,26;0,629409599;10;2
couvrait;25;0,04;648,7083333;161,4177618;-0,257723658;24;1,35;0,130333768;15,27;1,183839037;8;2
couvrant;25;0;646;142,7194217;-0,50312456;25;1,02;0,008600172;4,53;0,656098202;8;2
couvrante;25;0;850,24;318,1809339;0,503345359;25;0,01;-2;1,49;0,173186268;9;2
couvre;73;0,02739726;716,6285714;168,5994457;-0,066226009;70;23,58;1,372543801;11,22;1,049992857;6;1
couvrent;24;0;679,5416667;197,1712959;-0,364765389;24;1,96;0,292256071;3,65;0,562292864;8;1
couvres;22;0,136363636;795,1111111;296,0079269;0,376679291;18;2,54;0,404833717;0,27;-0,568636236;7;1
couvrez;25;0,12;621,5909091;161,2677924;-0,379574735;22;8,41;0,924795996;0,47;-0,327902142;7;2
couvrir;26;0;602,7307692;118,4893439;-0,694579271;26;19,57;1,291590826;16,82;1,225825991;7;2
couvrira;26;0;744,8076923;224,2543233;-0,096819635;26;1,72;0,235528447;0,41;-0,387216143;8;3
couvrirai;26;0,038461538;787,08;282,9832033;0,359295392;25;1,03;0,012837225;0,07;-1,15490196;9;3
couvrirent;25;0,08;777,7391304;316,5519083;0,116754283;23;0;#NAME?;1,15;0,06069784;10;2
couvriront;24;0,166666667;859,85;215,6381655;0,777117944;20;0,27;-0,568636236;0,07;-1,15490196;10;3
couvrit;24;0;688,9583333;121,9638147;-0,174121477;24;0,2;-0,698970004;5,61;0,748962861;7;2
coyote;24;0,041666667;688,0434783;161,0802957;-0,1300354;23;2,5;0,397940009;0,34;-0,468521083;6;2
coyotes;24;0;713,4166667;117,1360846;-0,176985974;24;1,52;0,181843588;0,14;-0,853871964;7;2
crabe;24;0;614,1666667;181,3261934;-0,677621586;24;4,9;0,69019608;7,3;0,86332286;5;1
crabes;24;0;622,125;94,27402819;-0,368483782;24;3,24;0,51054501;5,07;0,705007959;6;1
cracha;25;0,12;715,3181818;240,3684446;-0,101449491;22;0,16;-0,795880017;5,2;0,716003344;6;2
crachaient;24;0;670,6666667;156,3745967;-0,279723384;24;0,03;-1,522878745;1,76;0,245512668;10;2
crachait;24;0;652,1818182;171,0103412;-0,331445829;22;0,87;-0,060480747;4,66;0,668385917;8;2
crachant;23;0;756,6521739;285,442656;0,067424938;23;0,36;-0,443697499;4,32;0,635483747;8;2
crachat;25;0,04;760,5;230,2367402;0,460469973;24;1,08;0,033423755;1,62;0,209515015;7;2
crachats;24;0,125;705,3684211;139,7514502;0,05735393;19;0,26;-0,585026652;2,09;0,320146286;8;2
crache;23;0,130434783;640,1;114,1153156;-0,556435217;20;10,28;1,011993115;10,47;1,019946682;6;1
craché;25;0;619,96;141,637295;-0,552656019;25;7,3;0,86332286;5,81;0,764176132;6;2
crachements;25;0,08;911,6086957;258,1714968;0,908454334;23;0;#NAME?;0,14;-0,853871964;11;2
crachent;25;0;687,32;182,9717009;-0,267813782;25;0,93;-0,031517051;1,42;0,152288344;8;1
cracher;24;0;651,5;193,1413089;-0,59571758;24;6,86;0,836324116;10,34;1,014520539;7;2
cracheuses;25;0;795,04;186,9555384;0,305992712;25;0,01;-2;0;#NAME?;10;2
crachez;24;0,041666667;690;159,9016743;-0,220790427;23;0,91;-0,040958608;0,14;-0,853871964;7;2
crachin;25;0,32;827,5294118;177,2093104;0,658467368;17;0,03;-1,522878745;1,89;0,276461804;7;2
crachotait;23;0,173913043;832,2105263;272,0701664;0,51352503;19;0;#NAME?;0,41;-0,387216143;10;3
crade;24;0,416666667;880,6923077;338,3039522;0,597016544;13;1,19;0,075546961;1,35;0,130333768;5;1
cradingue;25;0,64;909,5714286;316,3135876;0,910037399;7;0,12;-0,920818754;1,01;0,004321374;9;2
crado;25;0,44;952,9230769;276,0076876;1,22995606;13;0,17;-0,769551079;0,95;-0,022276395;5;2
craie;25;0;663,32;169,8834699;-0,458518795;25;5,66;0,752816431;10,2;1,008600172;5;1
craies;26;0,038461538;744,0833333;230,753947;-0,133101716;24;0,14;-0,853871964;0,47;-0,327902142;6;1
craignaient;25;0;680,96;148,310339;-0,22971738;25;0,82;-0,086186148;2,91;0,463892989;11;2
craignais;24;0,041666667;777,7826087;288,6399072;-0,014819848;23;5,34;0,727541257;8,31;0,919601024;9;2
craignait;25;0,04;713,1666667;242,4596186;-0,243979258;24;3,42;0,534026106;20,14;1,304059466;9;2
craignant;26;0;620,68;98,88828714;-0,435151031;25;1,35;0,130333768;7,97;0,901458321;9;2
craignent;25;0;655,2;174,837067;-0,375395894;25;3,75;0,574031268;2,36;0,372912003;9;1
craignez;25;0,04;662,4583333;178,9964729;-0,220936481;24;9,27;0,967079734;3,38;0,5289167;8;2
craignit;24;0,166666667;840,25;269,2040656;0,361646495;20;0,01;-2;1,82;0,260071388;8;2
craignons;24;0;714;188,5581656;-0,127052418;23;1,32;0,120573931;1,08;0,033423755;9;2
craindre;25;0;630,72;130,3528928;-0,530549238;25;18,73;1,272537777;19,73;1,295127085;8;1
crains;25;0,08;692,3478261;171,7272173;-0,158997091;23;40,76;1,610234175;17,64;1,246498581;6;1
craint;25;0,04;609,2173913;134,3100066;-0,748764165;23;23,43;1,369772289;15,54;1,191451014;6;1
crainte;24;0,041666667;657,6956522;265,6644217;-0,573967522;23;18,15;1,258876629;50,27;1,701308885;7;1
craintes;25;0,04;618,9583333;130,0406221;-0,568741754;24;3,17;0,501059262;7,23;0,859138297;8;1
craintif;24;0,083333333;679,8636364;136,2019843;-0,450915306;22;0,97;-0,013228266;3,92;0,593286067;8;2
craintifs;25;0,12;748,8181818;154,9671659;0,046948749;22;0,19;-0,721246399;1,49;0,173186268;9;2
craintive;23;0,043478261;732,8571429;181,6690083;0,097071044;21;0,22;-0,657577319;2,23;0,348304863;9;2
craintivement;25;0,12;1050,6;289,0912076;1,496214738;20;0;#NAME?;1,15;0,06069784;13;3
crame;25;0,28;805,2222222;361,36694;0,085110033;18;1,17;0,068185862;0,68;-0,167491087;5;1
cramé;24;0,041666667;703;176,7941793;0,048575462;23;1,5;0,176091259;0,88;-0,055517328;5;2
cramée;24;0,083333333;670,9090909;101,6098557;-0,367559714;22;0,06;-1,22184875;0,07;-1,15490196;6;2
cramer;24;0,041666667;673,5217391;163,3968592;-0,178915741;23;1,47;0,167317335;0,81;-0,091514981;6;2
cramoisi;24;0,208333333;799,6666667;183,9958439;0,343774929;18;0,16;-0,795880017;3,58;0,553883027;8;3
cramoisis;25;0,2;908,8421053;245,8331103;1,036825367;19;0,02;-1,698970004;0,68;-0,167491087;9;3
crampe;25;0,04;694,25;133,820532;-0,354581405;24;2,62;0,418301291;2,84;0,45331834;6;1
crampes;24;0,041666667;690;135,9849591;-0,193498076;23;2,57;0,409933123;3,18;0,50242712;7;1
cramponnait;24;0,083333333;840,5263158;196,5545919;0,557705904;19;0,02;-1,698970004;1,49;0,173186268;11;3
cramponnant;25;0,04;772,3333333;280,3064576;0,294015131;24;0;#NAME?;1,08;0,033423755;11;3
cramponne;24;0,166666667;773,5;258,3906671;0,163283834;20;0,49;-0,30980392;1,96;0,292256071;9;2
cramponné;25;0;795,24;231,0464023;0,299425294;25;0,16;-0,795880017;2,5;0,397940009;9;3
cramponnée;24;0;831,4583333;233,9747253;0,243802448;24;0,14;-0,853871964;1,62;0,209515015;10;3
cramponner;25;0,04;766,5;267,5830631;0,175956986;24;0,09;-1,045757491;1,35;0,130333768;10;3
cramponnés;25;0;788,44;232,1928222;0,027984306;25;0,03;-1,522878745;1,35;0,130333768;10;3
crampons;25;0,04;728,0416667;180,2851556;0,051167553;24;0,51;-0,292429824;0,95;-0,022276395;8;2
cran;25;0,2;694,15;193,1141672;-0,147084837;20;13,61;1,133858125;6,96;0,84260924;4;1
crâne;25;0;596,76;106,900764;-0,752321081;25;28,72;1,458184436;54,53;1,736635498;5;1
crânement;24;0,375;698,0666667;157,2520573;0,174164032;15;0,01;-2;1,15;0,06069784;9;2
crânes;25;0;688,44;242,3693944;-0,349393272;25;2,1;0,322219295;5,27;0,721810615;6;1
crâneurs;25;0;686,72;146,025831;-0,144362484;25;0,02;-1,698970004;0,34;-0,468521083;8;2
crânien;24;0,083333333;703,6818182;112,7172554;-0,019378621;22;1,58;0,198657087;0,14;-0,853871964;7;2
crânienne;24;0,083333333;796,2272727;192,5112073;0,455622554;22;0,74;-0,13076828;0,88;-0,055517328;9;2
crans;23;0,391304348;812,2857143;212,4901549;0,521011737;14;0,36;-0,443697499;1,15;0,06069784;5;1
crapahutait;23;0,347826087;958,4666667;254,5718722;1,680914809;15;0;#NAME?;0,07;-1,15490196;11;4
crapaud;23;0;685,6086957;204,2682593;-0,18541296;23;9,6;0,982271233;6,08;0,783903579;7;2
crapauds;23;0;719,9565217;159,2994545;0,090068017;23;1,7;0,230448921;3,11;0,492760389;8;2
crapule;24;0;670,173913;210,5099117;-0,240096487;23;5,02;0,700703717;2,84;0,45331834;7;2
crapules;25;0,04;723,3333333;149,5441382;0,085201534;24;2,68;0,428134794;1,02;0,008600172;8;2
crapuleux;25;0,04;714,7391304;166,936084;-0,101392036;23;0,33;-0,48148606;1,22;0,086359831;9;3
craqua;24;0,041666667;731,9130435;202,0838964;-0,034350923;23;0,01;-2;1,69;0,227886705;6;2
craquaient;24;0,041666667;739,5652174;222,0994507;-0,123780848;23;0,06;-1,22184875;1,96;0,292256071;10;2
craquait;25;0,04;737,2083333;214,580071;0,023349297;24;0,23;-0,638272164;4,32;0,635483747;8;2
craquant;24;0;692,4166667;144,8213042;-0,282536376;24;0,91;-0,040958608;2,64;0,421603927;8;2
craque;24;0,125;720,25;303,1214582;-0,071362271;20;4,56;0,658964843;6,02;0,779596491;6;1
craqué;24;0;666,2083333;210,9780494;-0,305430227;24;4,39;0,64246452;3,04;0,482873584;6;2
craquelait;25;0,04;777,375;158,1014568;0,159801025;24;0;#NAME?;0,27;-0,568636236;10;2
craquellent;24;0,125;978,8;261,5252026;1,493292666;20;0;#NAME?;0,2;-0,698970004;11;2
craquement;25;0;686,64;133,8923324;-0,125489894;25;1,17;0,068185862;7,36;0,866877814;10;2
craquements;23;0;737,7826087;169,4673357;0,168296745;23;1,31;0,117271296;6,08;0,783903579;11;2
craquent;25;0;684,6;157,8240054;-0,238534362;25;0,79;-0,102372909;2,03;0,307496038;8;1
craquer;25;0;636,6666667;145,138215;-0,529758315;24;8,52;0,930439595;15,74;1,197004728;7;2
crash;24;0;671,875;181,3030882;-0,218534972;24;6,68;0,824776462;0,07;-1,15490196;5;1
crashé;25;0,2;745,2631579;199,8490659;0,106056638;19;0,97;-0,013228266;0;#NAME?;6;2
crasse;25;0,16;802,1428571;179,8705884;0,255895167;21;3,16;0,499687083;13,11;1,117602692;6;1
crasseuse;25;0;719,32;229,2725307;-0,143441614;25;0,27;-0,568636236;2,64;0,421603927;9;2
crasseuses;25;0,08;876,1363636;282,8373747;0,570791214;22;0,06;-1,22184875;1,22;0,086359831;10;2
crasseux;26;0,076923077;761,2083333;160,2715031;0,023786111;24;1,75;0,243038049;7,16;0,854913022;8;2
cratère;25;0,12;698,6363636;165,9967141;-0,124448694;22;2,13;0,328379603;3,11;0,492760389;7;2
cratères;24;0,041666667;778,2173913;246,6006998;0,247817475;23;0,66;-0,180456064;1,55;0,190331698;8;2
cravache;24;0,041666667;767,1304348;209,753601;0,00010902;23;0,63;-0,200659451;3,65;0,562292864;8;2
cravate;24;0;664,6666667;160,4733939;-0,394563043;24;16,08;1,206286044;28,24;1,450864692;7;2
cravaté;24;0;778,4347826;203,1608915;0,178083732;23;0,06;-1,22184875;1,01;0,004321374;7;3
cravates;47;0,021276596;664,5869565;143,7098274;-0,292075355;46;1,94;0,28780173;6,49;0,812244697;8;2
crayeuses;23;0,608695652;870,5;406,3629623;0,554814333;8;0,01;-2;0,34;-0,468521083;9;2
crayeux;24;0,791666667;576,8;116,4160642;-0,549876253;5;0,01;-2;1,01;0,004321374;7;2
crayon;24;0,041666667;582,6956522;110,2313414;-0,99814438;23;8,08;0,907411361;25,47;1,406028945;6;2
crayons;24;0,083333333;621,6818182;143,018609;-0,518830239;22;2,88;0,459392488;5;0,698970004;7;2
créa;26;0;660,2307692;198,2663477;-0,507510585;26;2;0,301029996;1,82;0,260071388;4;2
créaient;24;0;700,6956522;201,7706697;-0,107602352;23;0,13;-0,886056648;1,82;0,260071388;8;2
créait;25;0;686,44;155,0492072;-0,249795073;25;0,82;-0,086186148;3,65;0,562292864;6;2
créance;25;0,04;630,9166667;142,9685027;-0,338831965;24;0,32;-0,494850022;1,22;0,086359831;7;2
créanciers;24;0,125;844,3333333;215,2448219;0,652938744;21;0,93;-0,031517051;1,55;0,190331698;10;3
créant;25;0,08;797,3478261;292,069358;0,187841883;23;1,83;0,26245109;1,55;0,190331698;6;2
créateur;24;0,041666667;634,5652174;180,9155569;-0,47822233;23;6,55;0,8162413;7,23;0,859138297;8;3
créateurs;25;0,04;679,75;168,3428825;-0,355474309;24;1,54;0,187520721;1,35;0,130333768;9;3
